story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-011,Presentation Layer & User Experience,Create a player profile with a custom name,"Any human player starting a new game session.","As a new or returning player, I want to create a personal profile by entering a custom name, so that my game progress, historical statistics, and high scores are saved and displayed under my unique identity, enhancing my sense of ownership and achievement.",Must Have,2,US-008,"Given the player is on the game setup screen which contains a profile name input field, when the player enters a valid name (e.g., 'BoardwalkKing') and proceeds with game setup, then a new player profile is created and persisted with the entered name and a unique internal profile_id, and the game setup continues to the next step.","Given the player is on the game setup screen, when the player enters a name with fewer than 3 characters (e.g., 'Ty') and attempts to proceed, then a user-friendly validation message is displayed indicating the name is too short, and the game setup does not proceed.","Given a player has successfully created a profile with the name 'CashMoney', when the game starts, then the human player's name is displayed as 'CashMoney' in the main game HUD.",WI-006,"All acceptance criteria validated and passing, Code reviewed and approved by team, Integration testing for database persistence completed successfully, User interface reviewed and approved for usability and adherence to requirements"
US-012,Presentation Layer & User Experience,Receive feedback for an invalid profile name,"Any player creating or editing their profile on the Game Setup screen.","As a player setting up my profile, I want to receive immediate and clear feedback if the name I enter is invalid, so that I can easily correct it and proceed to start the game without frustration.",Must Have,1,"US-011, US-008","Given the player is on the game setup screen in the profile name input field, when the player enters a name with fewer than 3 characters (e.g., 'Al'), then a specific error message 'Name must be at least 3 characters long' is displayed below the input field, and the option to proceed is disabled.","Given the player is on the game setup screen in the profile name input field, when the player enters a name containing special characters (e.g., 'Player!@#', 'Mr. Monopoly'), then a specific error message 'Name can only contain letters and numbers' is displayed, and the option to proceed is disabled.","Given the player has entered an invalid name and an error message is currently displayed, when the player edits the name so that it meets all validation criteria, then the error message disappears, and the option to proceed becomes enabled.",WI-024,"All acceptance criteria validated and passing, Code reviewed and approved by at least one other developer, Unit tests for the validation logic implemented with >= 90% coverage and passing, User interface reviewed and approved for clarity and responsiveness"
US-013,Technical Foundation & Project Setup,View my persistent historical gameplay statistics,"The human player who has created a profile and wants to see their long-term performance.","As a returning player, I want to access a dedicated screen that displays my cumulative gameplay statistics from all my completed games, so that I can track my performance, see my win/loss record, and feel a sense of long-term progression and achievement.",Should Have,5,"US-011, US-046, US-047","Given the player has completed at least one game and has historical statistics saved, when the player selects the 'Player Statistics' option from the main menu, then a dedicated statistics screen is displayed, and the screen correctly shows values for: Total games played, Total wins, Win/Loss ratio, and other required stats.","Given the player has created a profile but has not completed any games, when the player navigates to the 'Player Statistics' screen, then the screen displays all statistical categories with appropriate default values (e.g., 'Total Games Played: 0', 'Win/Loss Ratio: N/A').","Given the player has existing statistics, including 'Total Games Played' = 5 and 'Total Wins' = 2, when the player completes and wins a new game and returns to the main menu, then the 'Total Games Played' statistic displays '6' and the 'Total Wins' displays '3'.",WI-006,"All acceptance criteria validated and passing, Unit tests for the data access layer and statistics calculation logic are implemented with >= 70% coverage and passing, Integration testing for the game-completion-to-database-update flow is completed successfully, Performance requirements for screen load time are verified"
US-014,Presentation Layer & User Experience,Select my player token from a set of classic options,"Human Player (during game setup)","As a player setting up a new game, I want to choose my game piece from a visual selection of classic tokens, so that I can personalize my in-game identity and feel more connected to the game experience.",Must Have,2,"US-008, US-009, US-011","Given the player is on the game setup screen, when the player clicks on an available token (e.g., 'Top Hat') from the selection interface, then the 'Top Hat' token becomes visually highlighted, and any previously selected token is deselected. A preview of the 'Top Hat' is shown next to the player's name.","Given the player has selected a token and configured a game with 3 AI opponents, when the player starts the game, then the AI opponents are each assigned a unique token from the pool of tokens not selected by the human player. No two players in the game have the same token.","Given the player selected the 'Battleship' token during game setup and started the game, when the main game view loads, then the player's 3D game piece on the board is the 'Battleship', and the player's icon in the HUD is the 'Battleship'.",WI-024,"All acceptance criteria validated and passing, Integration testing completed to ensure the selected token ID is correctly passed to the game state, User interface reviewed and approved for visual polish and usability, Story deployed and verified in staging environment"
US-015,Core Gameplay Engine & Rules,Roll two six-sided dice to start my move,"The human player actively taking their turn.","As a human player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine the number of spaces my token will move and proceed with my turn.",Must Have,3,"US-008, US-029","Given it is the human player's turn, their status is 'Active', and they are in the 'Pre-Roll Management Phase', when the player clicks the 'Roll Dice' button, then the system generates two random integer values, each between 1 and 6 inclusive, using a cryptographically secure method.","Given it is an AI player's turn OR the human player is not in the 'Pre-Roll Management Phase', when the game state is updated, then the 'Roll Dice' button is visually disabled and non-interactive.","Given the player has set the 'Game Speed' setting to 'Fast' or 'Instant', when the player clicks the 'Roll Dice' button, then the dice roll animation duration is significantly shortened for 'Fast' or skipped entirely for 'Instant'.",WI-022,"All acceptance criteria validated and passing, Unit tests for dice generation and doubles logic implemented with >= 70% coverage and passing, 3D dice animation is implemented and visually polished, Performance requirements verified on target hardware"
US-016,Core Gameplay Engine & Rules,Watch my token automatically move around the board,"The human player interacting with the game board.","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice, so that I can visually track my progress around the board and have an immersive, intuitive gameplay experience.",Must Have,5,"US-014, US-015, US-055","Given the player's token is on 'St. Charles Place' (index 11) and the game speed is 'Normal', when the player completes a dice roll with a total of 5, then the token animates moving sequentially across 5 spaces, landing on 'Indiana Avenue' (index 16). The camera smoothly follows the token's movement.","Given the player has set the 'Game Speed' to 'Instant' in the settings menu, when the player's token needs to move, then the token instantly teleports to the destination space without a sequential movement animation. A brief visual effect (e.g., a flash or particle burst) occurs at the destination to signify the move.","Given a player's turn results in them being sent to Jail (e.g., landing on 'Go to Jail' space), when the game logic directs the player to Jail, then the token does not animate space-by-space. Instead, a special, direct animation plays, moving the token from its current space directly to the 'In Jail' section of the board.",WI-022,"All acceptance criteria validated and passing, Code reviewed and approved by team, User interface animation and camera movement reviewed and approved for smoothness and visual appeal, Performance requirements verified on target hardware"
US-017,Core Gameplay Engine & Rules,Receive an extra turn after rolling doubles,"Any active player in the game (human or AI).","As a player (human or AI), I want to be granted an immediate, additional turn after I roll doubles, so that the game correctly follows the official Monopoly rules and provides an authentic gameplay experience.",Must Have,2,"US-015, US-016, US-022","Given it is a player's turn, they are not in jail, and their consecutive doubles count is 0, when the player rolls the dice and the result is doubles (e.g., two 4s), then the player's token moves the total number of spaces, the action for the destination space is completed, the game state confirms it is still the same player's turn, and their consecutive doubles count is incremented to 1.","Given a player has just completed a turn by rolling doubles and their consecutive doubles count is 1, when the player rolls the dice again on their extra turn and the result is not a double, then the player moves and completes the action, their consecutive doubles count is reset to 0, and the turn passes to the next player in sequence.","Given a player is in the 'InJail' state and chooses to roll the dice, when the player rolls doubles, then the player's state changes from 'InJail' to 'Active', they move the number of spaces indicated by the dice, complete their action, and their turn ends. They are NOT granted an extra turn.",WI-012,"All acceptance criteria validated and passing, Unit tests implemented for the turn logic and doubles counter, achieving required coverage, Integration testing completed for the full turn sequence, including the 'get out of jail' exception, Story deployed and verified in staging environment"
US-018,Core Gameplay Engine & Rules,Be sent to jail for rolling three consecutive doubles,"Human Player, AI Player","As a player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the game correctly enforces the official rules and maintains the strategic balance of risk and reward associated with rolling doubles.",Must Have,2,"US-015, US-017, US-020","Given a player is taking their turn and has already rolled doubles twice in a row, when the player rolls the dice for a third time and the result is doubles, then the player's token is immediately moved directly to the 'In Jail' space, the player's turn ends, and play passes to the next player.","Given a player has rolled doubles twice and is on a space near GO (e.g., Boardwalk), when the player rolls their third consecutive double, then the player's token does not move the number of spaces indicated by the dice, is sent directly to Jail, and does not collect the $200 GO salary.","Given a player has rolled doubles once or twice consecutively, when the player's next roll in the same turn is not doubles, then the player moves normally, their turn ends, and their consecutive doubles counter is reset to zero.",WI-014,"All acceptance criteria validated and passing, Unit tests covering all logic branches for the doubles counter and jail condition are implemented and passing with >70% coverage for the modified modules, Integration testing completed successfully, verifying the interaction between the dice roller, turn manager, and player state"
US-019,Core Gameplay Engine & Rules,Collect $200 salary when passing or landing on GO,"Player (Human and AI)","As a Player, I want my cash balance to be automatically credited with a $200 salary so that the game correctly follows the official rules and I receive the funds I am entitled to for completing a lap of the board.",Must Have,1,"US-016, US-049","Given a player's token is on 'Boardwalk' (space 39) with a cash balance of $500, when the player rolls a 5, causing their token to move past GO and land on 'Baltic Avenue' (space 3), then the player's cash balance is automatically increased to $700 ($500 + $200).","Given a player's token is on 'Pennsylvania Avenue' (space 28) with a cash balance of $500, when the player rolls a 2 and lands on the 'Go to Jail' space (space 30), then the player's token is moved directly to the 'In Jail' location (space 10) and their cash balance remains $500.","Given a player's move qualifies them to collect a $200 salary, when the salary is credited to their account, then a non-intrusive visual indicator (e.g., '+ $200' text animation) appears near their HUD element, and a positive confirmation sound effect is played.",WI-013,"All acceptance criteria validated and passing, Unit tests covering all scenarios (pass, land, no pass, go to jail) implemented and passing with >95% coverage for the salary calculation module, Integration testing completed to verify PlayerState is correctly updated within the game loop, User interface feedback (visual and audio) reviewed and approved"
US-020,Core Gameplay Engine & Rules,Get out of jail by paying the $50 fine,"The human player whose turn has started and whose status is 'InJail'.","As a player who is in jail, I want to be presented with the option to pay a $50 fine at the beginning of my turn, so that I can immediately get out of jail and continue my turn normally, allowing me to maintain momentum in the game.",Must Have,1,"US-018, US-049","Given I am in the 'InJail' state, it is the start of my turn, and my cash balance is $1500, when the game presents the 'Get Out of Jail' options and I select the 'Pay $50 Fine' option, then my cash balance is reduced to $1450, my player status is updated from 'InJail' to 'Active', my 'jail_turns_remaining' counter is reset, and I proceed to the Pre-Roll Management phase of my turn.","Given I am in the 'InJail' state, it is the start of my turn, and my cash balance is $49, when the game presents the 'Get Out of Jail' options, then the 'Pay $50 Fine' option is visually disabled and non-interactive.","Given I am in the 'InJail' state, it is the start of my turn, and my cash balance is exactly $50, when I select the 'Pay $50 Fine' option, then my cash balance is reduced to $0, my player status is updated to 'Active', and I proceed with my turn.",WI-014,"All acceptance criteria validated and passing, Unit tests implemented for the payment logic with >90% coverage, including all edge cases, Integration testing completed successfully for the UI-to-GameState flow, User interface reviewed and approved for clarity and usability"
US-021,Core Gameplay Engine & Rules,Get out of jail by using a 'Get Out of Jail Free' card,"The human player who is currently in the 'InJail' state and possesses at least one 'Get Out of Jail Free' card.","As a player who is in jail and owns a 'Get Out of Jail Free' card, I want to be presented with the option to use it at the start of my turn, so that I can get out of jail immediately without spending money or relying on a lucky dice roll.",Must Have,2,"US-018, US-024, US-025, US-020","Given the player's status is 'InJail', it is the start of their turn, and their 'get_out_of_jail_cards' count is 1, when the player is presented with their jail options and selects 'Use Get Out of Jail Free Card', then the player's 'status' is updated to 'Active', their 'get_out_of_jail_cards' count becomes 0, and they proceed to the Pre-Roll Management Phase of a normal turn.","Given the player uses a 'Get Out of Jail Free' card that originated from the Chance deck, when the action to use the card is confirmed, then the specific 'Get Out of Jail Free' card is placed at the bottom of the Chance card deck.","Given the player's status is 'InJail' and their 'get_out_of_jail_cards' count is 0, when their turn begins and the jail options are presented, then the UI option to 'Use Get Out of Jail Free Card' is not displayed or is disabled.",WI-014,"All acceptance criteria validated and passing, Unit tests covering the state changes in PlayerState and DeckState are implemented and achieve >70% coverage for new code, Integration testing for the full action (UI click -> state update -> turn progression) completed successfully, The feature is verified as functional in a staging build"
US-022,Core Gameplay Engine & Rules,Attempt to get out of jail by rolling for doubles,"The human player whose turn it is and whose status is 'InJail'.","As a player in jail, I want to choose the option to roll the dice on my turn, so that I can attempt to get out of jail for free by rolling doubles, preserving my cash and 'Get Out of Jail Free' cards.",Must Have,3,"US-018, US-015, US-016","Given I am in the Jail space with a status of 'InJail' and it is the start of my turn, when I select the 'Roll for Doubles' option and the roll is doubles, then my player status is updated from 'InJail' to 'Active', I move the total number of spaces on the dice, and my turn ends without an extra roll.","Given I am in the Jail space with a status of 'InJail', it is the start of my turn, and I have 3 or 2 'jail_turns_remaining', when I select the 'Roll for Doubles' option and the roll is NOT doubles, then my 'jail_turns_remaining' is decremented by 1 and my turn immediately ends.","Given it is the start of my turn and my status is 'InJail', when the pre-roll management phase begins, then a modal UI dialog is presented with my available options, and the dialog must contain a clearly labeled 'Roll for Doubles' button.",WI-014,"All acceptance criteria validated and passing, Unit tests covering state transitions and rule logic are implemented with >80% coverage, Integration testing for the full jail-to-active flow is completed successfully, The special rule for 'no extra turn on doubles' is explicitly tested and verified"
US-023,Core Gameplay Engine & Rules,Be forced to pay the fine after failing to roll doubles for 3 turns in jail,The Human Player,"As a player in jail for my third consecutive turn, I want the game to automatically force me to pay the $50 fine if I fail to roll doubles, so that the official game rules are enforced and my turn can proceed correctly.",Must Have,5,"US-022, US-038, US-047","Given a player is in the 'InJail' state, their 'jail_turns_remaining' count is 1 (indicating the 3rd turn), and they have more than $50 cash, when the player chooses to roll the dice and the result is not doubles, then the player's cash balance is reduced by $50, their status changes to 'Active', their token moves the number of spaces shown on the dice, and their turn ends.","Given a player is in the 'InJail' state and their 'jail_turns_remaining' count is 1, when the player chooses to roll the dice and the result is doubles, then the player's cash balance is not changed, their status changes to 'Active', their token moves, and their turn ends without an extra roll.","Given a player is in the 'InJail' state, their 'jail_turns_remaining' count is 1, and they have less than $50 cash, when the player rolls the dice and the result is not doubles, then the game flow is paused, and the player is prompted to raise funds to cover the $50 debt. If they fail, the bankruptcy process is initiated.",WI-014,"All acceptance criteria validated and passing, Unit tests covering all scenarios (sufficient funds, insufficient funds, doubles roll, non-doubles roll) are implemented and passing with >70% coverage, Integration testing with the bankruptcy and asset management systems completed successfully"
US-024,Core Gameplay Engine & Rules,Draw a Chance card when landing on a Chance space,"Human Player, AI Player","As a player, I want the game to automatically draw a Chance card and execute its instructions when my token lands on a Chance space, so that the game follows the official rules and introduces the element of luck and surprise that is core to the Monopoly experience.",Must Have,5,"US-016, US-018, US-019, US-047","Given a player has $1000 cash and the top card of the Chance deck is 'Bank pays you dividend of $50', when the player's token lands on a Chance space, then a UI element displays the card, the player's cash balance becomes $1050, and the card is placed at the bottom of the Chance deck.","Given a player has 0 'Get Out of Jail Free' cards, when the player's token lands on a Chance space and draws the 'Get Out of Jail Free' card, then the card is displayed, the player's 'get_out_of_jail_cards' count in their PlayerState becomes 1, and this specific card is removed from the deck cycle until used.","Given a player is on any Chance space, when the player draws the 'Go to Jail' card, then the card is displayed, the player's token moves directly to the 'In Jail' section, their status is set to 'InJail', they do not collect $200, and their turn immediately ends.",WI-016,"All acceptance criteria validated and passing, Unit tests implemented for card effect logic and deck management, achieving >70% coverage for the new code, All 16 standard Chance cards are implemented and tested, The card data is successfully loaded from an external JSON file"
US-025,Core Gameplay Engine & Rules,Draw a Community Chest card when landing on a Community Chest space,"The Player (Human or AI)","As a player, I want the game to automatically draw a Community Chest card and execute its instructions when my token lands on a Community Chest space, so that the game correctly follows the official rules of Monopoly and the game state is updated accordingly without manual effort.",Must Have,5,"US-016, US-018, US-047","Given a player is taking their turn, when the player's token movement ends on a Community Chest space, then the system automatically draws the top card from the Community Chest deck and the event is logged.","Given a player lands on Community Chest, when they draw a card instructing them to collect money (e.g., 'Bank error in your favor. Collect $200'), then the player's cash balance in their PlayerState object and the HUD is increased by the specified amount.","Given a player lands on Community Chest, when they draw the 'Get Out of Jail Free' card, then the player's `get_out_of_jail_cards` count is incremented by one, and the card is removed from the deck until it is used.",WI-016,"All acceptance criteria validated and passing, Unit tests implemented for the card action execution logic with >70% coverage, Integration tests completed for bankruptcy and multi-player payment scenarios, User interface for card display reviewed and approved by the UI/UX lead"
US-026,Core Gameplay Engine & Rules,Choose to pay $200 or 10% of my net worth for Income Tax,Human Player,"As a human player, I want to be presented with a clear choice between paying a flat $200 or 10% of my total net worth when I land on the Income Tax space, so that I can make the most strategic financial decision to preserve my cash and improve my chances of winning, in accordance with the official game rules.",Must Have,5,"US-016, US-038, US-033, US-047","Given the human player's turn is active and their token's movement ends on the 'Income Tax' space, when the player's movement phase concludes, then the game flow pauses and a modal dialog is displayed to the player with the two payment options.","Given the player has $500 cash, owns properties with a total printed price of $1200, and has buildings with a total purchase price of $300 (Total Net Worth = $2000), when the Income Tax dialog is displayed, then the dialog must present two choices: one for a flat '$200' and another for '10% of Net Worth' which displays the calculated value of '$200'.","Given the player has $100 cash and a total net worth of $1500, and the Income Tax dialog is displayed, when the player selects either the '$200' or '$150' option, then the game initiates the bankruptcy/asset liquidation flow, requiring the player to mortgage properties or sell buildings to cover the chosen debt.",WI-013,"All acceptance criteria validated and passing., Unit tests for the NetWorthCalculator service are written and achieve a minimum of 80% code coverage., Integration tests covering the choice-to-payment and choice-to-bankruptcy-flow scenarios are implemented and passing., The UI dialog has been reviewed and approved for clarity and usability."
US-027,Core Gameplay Engine & Rules,Pay a fixed Luxury Tax amount,"The human player or any AI player whose turn it is.","As a player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space, so that the game correctly follows the official rules and I can continue my turn without manual calculations.",Must Have,2,"US-016, US-038, US-047, US-052","Given a player has a cash balance greater than the Luxury Tax amount, when the player's token movement ends on the 'Luxury Tax' space, then the fixed tax amount is deducted from the player's cash balance, and a clear notification of the payment is shown.","Given a player has a cash balance less than the Luxury Tax amount but owns assets, when the player's token movement ends on the 'Luxury Tax' space, then the game flow is paused, and the player is prompted to manage their assets to pay the debt.","Given a player has a cash balance less than the Luxury Tax amount and cannot raise sufficient funds, when the player's token movement ends on the 'Luxury Tax' space, then the player is declared bankrupt to the Bank.",WI-013,"All acceptance criteria are validated and passing., Code has been peer-reviewed and adheres to Microsoft C# Coding Conventions., Unit tests covering the payment logic and fund-checking have been implemented., Integration tests confirming the correct interaction with the PlayerState, UI, and Bankruptcy systems are passing."
