story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-012,EPIC-UI,"Receive feedback for an invalid profile name","Player","As a player setting up my profile, I want to receive immediate and clear feedback if the name I enter is invalid, so that I can easily correct it and proceed to start the game without frustration.",Must Have,1,US-011,"Given the player is on the game setup screen, When the player enters a name with fewer than 3 characters (e.g., 'Al'), Then a specific error message 'Name must be at least 3 characters long' is displayed, and the option to proceed is disabled.","Given the player is on the game setup screen, When the player enters a name containing special characters (e.g., 'Player!@#'), Then a specific error message 'Name can only contain letters and numbers' is displayed, and the option to proceed is disabled.","Given the player has entered an invalid name and an error message is displayed, When the player edits the name so that it meets all validation criteria, Then the error message disappears, and the option to proceed becomes enabled.",WI-UI-002,"All acceptance criteria validated and passing. Unit tests for the validation logic implemented with >= 90% coverage. UI updates (error message, button state) are verified to be correct and responsive."
US-013,EPIC-GSTATE,"View my persistent historical gameplay statistics","Returning Player","As a returning player, I want to access a dedicated screen that displays my cumulative gameplay statistics from all my completed games, so that I can track my performance, see my win/loss record, and feel a sense of long-term progression and achievement.",Should Have,5,"US-011, US-046, US-047","Given the player has completed at least one game, When the player selects the 'Player Statistics' option from the main menu, Then a statistics screen is displayed showing correct values for all required metrics (Total games, Wins, W/L Ratio, etc.).","Given the player has created a profile but has not completed any games, When the player navigates to the 'Player Statistics' screen, Then the screen displays all statistical categories with appropriate default values (e.g., '0', 'N/A').","Given the player has existing statistics ('Total Games Played' = 5, 'Total Wins' = 2), When the player completes and wins a new game, Then the 'Total Games Played' statistic updates to '6' and 'Total Wins' updates to '3'.",WI-GSTATE-003; WI-GSTATE-004,"All acceptance criteria validated and passing. Integration testing for the game-completion-to-database-update flow is completed. The UI correctly displays data from an empty, partially full, and full database."
US-014,EPIC-UI,"Select my player token from a set of classic options","Player","As a player setting up a new game, I want to choose my game piece from a visual selection of classic tokens, so that I can personalize my in-game identity and feel more connected to the game experience.",Must Have,2,"US-008, US-009","Given the player is on the game setup screen, When the player clicks on an available token (e.g., 'Top Hat'), Then the 'Top Hat' token becomes visually highlighted, and a preview is shown next to the player's name.","Given the player has selected a token and configured a game with 3 AI opponents, When the player starts the game, Then the AI opponents are each assigned a unique token from the pool of tokens not selected by the human player.","Given the player selected the 'Battleship' token during game setup, When the main game view loads, Then the player's 3D game piece on the board and their icon in the HUD is the 'Battleship'.",WI-UI-002,"All acceptance criteria validated and passing. Integration testing confirms the selected token ID is correctly passed to the game state. E2E test confirms correct token appears in-game for human and that all AI tokens are unique."
US-015,EPIC-CORE,"Roll two six-sided dice to start my move","Human Player","As a human player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine the number of spaces my token will move and proceed with my turn.",Must Have,3,"US-029, WI-CORE-005","Given it is the human player's turn and they are in the 'Pre-Roll Management Phase', When the player clicks the 'Roll Dice' button, Then the system generates two random integers between 1 and 6 inclusive, displays an animation, and the game state transitions to the 'Movement Phase'.","Given it is an AI player's turn OR the human player is not in the 'Pre-Roll Management Phase', When the game state is updated, Then the 'Roll Dice' button is visually disabled and non-interactive.","Given the player clicks the 'Roll Dice' button, When the result of the two dice is identical values (e.g., 3 and 3), Then the system correctly identifies the roll as doubles and sets a flag in the PlayerState object for a potential extra turn.",WI-CORE-005,"All acceptance criteria validated and passing. Integration testing with the Game State Manager completed successfully. The 3D dice animation is implemented and visually polished. The randomness of the roll is verified to be cryptographically secure."
US-016,EPIC-CORE,"Watch my token automatically move around the board","Player","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice, so that I can visually track my progress around the board and have an immersive, intuitive gameplay experience.",Must Have,5,"US-014, US-015, US-055","Given the player's token is on 'St. Charles Place' (index 11) and the game speed is 'Normal', When the player rolls a total of 5, Then the token animates moving sequentially across 5 spaces, landing on 'Indiana Avenue' (index 16).","Given the player's token is on 'Park Place' (index 37), When the player rolls a total of 6, Then the token animates moving sequentially, clearly passing over the 'GO' space, before landing on 'Reading Railroad' (index 5).","Given a player's turn results in them being sent to Jail, When the game logic directs the player to Jail, Then the token does not animate space-by-space but instead plays a special, direct animation to the 'In Jail' section of the board.",WI-CORE-006,"All acceptance criteria validated and passing. Animation and camera movement are reviewed and approved for smoothness. Performance requirements are verified on target hardware. Animation speed correctly adjusts based on game settings."
US-017,EPIC-CORE,"Receive an extra turn after rolling doubles","Player","As a player (human or AI), I want to be granted an immediate, additional turn after I roll doubles, so that the game correctly follows the official Monopoly rules and provides an authentic gameplay experience.",Must Have,2,"US-015, US-016, US-022","Given it is a player's turn and their consecutive doubles count is 0, When the player rolls doubles, Then they move, complete their action, the game state confirms it is still their turn, and their doubles count becomes 1.","Given a player has just rolled doubles, When they roll again and the result is not a double, Then they move, complete their action, their doubles count is reset to 0, and the turn passes to the next player.","Given a player is in the 'InJail' state, When they roll doubles to get out, Then they move, complete their action, and their turn ends; they are NOT granted an extra turn.",WI-CORE-004,"All acceptance criteria validated and passing. Integration testing completed for the full turn sequence, including the critical 'get out of jail' exception. UI feedback for the extra turn is implemented and reviewed."
US-018,EPIC-CORE,"Be sent to jail for rolling three consecutive doubles","Player","As a player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the game correctly enforces the official rules.",Must Have,2,"US-015, US-017","Given a player is taking their turn and has already rolled doubles twice in a row, When the player rolls the dice for a third time and the result is doubles, Then the player's token is immediately moved directly to the 'In Jail' space and their turn ends.","Given a player has rolled doubles twice and is on a space near GO, When the player rolls their third consecutive double, Then their token is sent directly to Jail and does not collect the $200 GO salary.","Given a player has rolled doubles once or twice consecutively, When their next roll in the same turn is not doubles, Then the player moves normally, their turn ends, and their consecutive doubles counter is reset to zero.",WI-CORE-013,"All acceptance criteria validated and passing. Integration testing completed successfully, verifying the interaction between the dice roller, turn manager, and player state. UI notifications and audio/visual cues are implemented and approved."
US-019,EPIC-CORE,"Collect $200 salary when passing or landing on GO","Player","As a Player, I want my cash balance to be automatically credited with a $200 salary when my token passes over or lands on the GO space, so that the game correctly follows the official rules.",Must Have,1,"US-016, US-049","Given a player's token is on 'Boardwalk' (space 39) with $500 cash, When the player rolls a 5, causing them to pass GO and land on 'Baltic Avenue', Then their cash balance is automatically increased to $700.","Given a player's token is on 'Park Place' (space 37) with $500 cash, When the player rolls a 3, causing them to land exactly on 'GO', Then their cash balance is automatically increased to $700.","Given a player's token is on a Chance space, When they draw a card that reads 'Go to Jail. Go directly to Jail. Do not pass GO. Do not collect $200.', Then their token moves to Jail and their cash balance remains unchanged.",WI-CORE-006,"All acceptance criteria validated and passing. Unit tests cover all scenarios (pass, land, no pass, go to jail). Integration testing completed to verify PlayerState is correctly updated within the game loop. UI feedback is implemented and reviewed."
US-020,EPIC-CORE,"Get out of jail by paying the $50 fine","Player","As a player who is in jail, I want to be presented with the option to pay a $50 fine at the beginning of my turn, so that I can immediately get out of jail and continue my turn normally.",Must Have,1,"US-018, US-049, US-051","Given I am in the 'InJail' state with a cash balance of $1500, When I select the 'Pay $50 Fine' option, Then my cash balance is reduced to $1450, my player status is updated to 'Active', and I proceed to the Pre-Roll Management phase of my turn.","Given I am in the 'InJail' state with a cash balance of $49, When the game presents the 'Get Out of Jail' options, Then the 'Pay $50 Fine' option is visually disabled and non-interactive.","Given I am in the 'InJail' state with exactly $50 cash, When I select the 'Pay $50 Fine' option, Then my cash balance is reduced to $0, my status becomes 'Active', and I proceed with my turn.",WI-CORE-013,"All acceptance criteria validated and passing. Integration testing completed for the UI-to-GameState flow. Unit tests cover payment logic including sufficient, exact, and insufficient funds."
US-021,EPIC-CORE,"Get out of jail by using a 'Get Out of Jail Free' card","Player","As a player who is in jail and owns a 'Get Out of Jail Free' card, I want to be presented with the option to use it at the start of my turn, so that I can get out of jail immediately without spending money.",Must Have,2,"US-018, US-024, US-025","Given the player's status is 'InJail' and their 'get_out_of_jail_cards' count is 1, When the player selects 'Use Get Out of Jail Free Card', Then their status is updated to 'Active', their card count becomes 0, and they proceed with a normal turn.","Given the player uses a 'Get Out of Jail Free' card from the Chance deck, When the action is confirmed, Then the card is placed at the bottom of the Chance card deck.","Given the player's status is 'InJail' and their 'get_out_of_jail_cards' count is 0, When their turn begins, Then the UI option to 'Use Get Out of Jail Free Card' is not displayed or is disabled.",WI-CORE-012; WI-CORE-013,"All acceptance criteria validated and passing. Integration testing for the full action (UI click -> state update -> turn progression) completed successfully. The card is correctly returned to the bottom of the appropriate deck."
US-022,EPIC-CORE,"Attempt to get out of jail by rolling for doubles","Player","As a player in jail, I want to choose the option to roll the dice on my turn, so that I can attempt to get out of jail for free by rolling doubles.",Must Have,3,"US-015, US-018","Given I am in Jail and it is my turn, When I select the 'Roll for Doubles' option and my roll is doubles, Then my player status is updated to 'Active', my token moves the number of spaces on the dice, and my turn ends (no extra turn).","Given I am in Jail and it is my turn on the 1st or 2nd attempt, When I select 'Roll for Doubles' and my roll is not doubles, Then my 'jail_turns_remaining' is decremented by 1 and my turn immediately ends.","Given it is the start of my turn and I am in jail, When the pre-roll phase begins, Then a modal UI dialog is presented with my available options, including a 'Roll for Doubles' button.",WI-CORE-013,"All acceptance criteria validated and passing. The special rule for 'no extra turn on doubles' is explicitly tested and verified. Unit tests cover all state transitions for success and failure on each of the three turns."
US-023,EPIC-CORE,"Be forced to pay the fine after failing to roll doubles for 3 turns in jail","Player","As a player in jail for my third consecutive turn, I want the game to automatically force me to pay the $50 fine if I fail to roll doubles, so that the official game rules are enforced.",Must Have,5,"US-022, US-038, US-047","Given a player is in Jail, their 'jail_turns_remaining' is 1, and they have >$50 cash, When they roll the dice and the result is not doubles, Then their cash is reduced by $50, their status changes to 'Active', and their token moves forward.","Given a player is in Jail and their 'jail_turns_remaining' is 1, When they roll and the result is doubles, Then their cash is not changed, their status becomes 'Active', and their token moves forward.","Given a player is in Jail, their 'jail_turns_remaining' is 1, and they have <$50 cash, When they roll and the result is not doubles, Then the game prompts them to raise funds by mortgaging/selling, and if they fail, the bankruptcy process is initiated.",WI-CORE-013,"All acceptance criteria validated and passing. Integration testing with the bankruptcy and asset management systems completed successfully. UI feedback for the transaction is implemented and reviewed."
US-024,EPIC-CORE,"Draw a Chance card when landing on a Chance space","Player","As a player, I want the game to automatically draw a Chance card and execute its instructions when my token lands on a Chance space, so that the game follows the official rules and introduces an element of luck.",Must Have,5,"US-016, US-018, US-019, US-047","Given a player lands on a Chance space and the top card is 'Bank pays you dividend of $50', When the card is drawn, Then a UI element displays the card, the player's cash increases by $50, and the card is placed at the bottom of the deck.","Given a player lands on a Chance space, When they draw the 'Get Out of Jail Free' card, Then the card is displayed, their 'get_out_of_jail_cards' count becomes 1, and the card is removed from the deck cycle until used.","Given a player lands on a Chance space, When they draw the 'Go to Jail' card, Then their token moves directly to Jail, their status is set to 'InJail', they do not collect $200, and their turn ends.",WI-CORE-012,"All acceptance criteria validated and passing. All 16 standard Chance cards are implemented and tested. Card data is successfully loaded from an external JSON file. Integration testing is completed for the full land->draw->execute->update state cycle."
US-025,EPIC-CORE,"Draw a Community Chest card when landing on a Community Chest space","Player","As a player, I want the game to automatically draw a Community Chest card and execute its instructions when my token lands on a Community Chest space, so that the game correctly follows the official rules.",Must Have,5,"US-016, US-018, US-047","Given a player lands on Community Chest, When they draw a card instructing them to collect money, Then the player's cash balance is increased by the specified amount.","Given a player lands on Community Chest, When they draw the 'Go to Jail' card, Then their token is moved directly to Jail and their turn ends.","Given a player lands on Community Chest, When they draw the 'Get Out of Jail Free' card, Then their 'get_out_of_jail_cards' count is incremented by one and the card is removed from the deck until used.",WI-CORE-012,"All acceptance criteria validated and passing. All 16 standard Community Chest cards are implemented and tested. Card data is successfully loaded from an external JSON file. The Command Pattern is used for extensible card actions."
US-026,EPIC-CORE,"Choose to pay $200 or 10% of my net worth for Income Tax","Human Player","As a human player, I want to be presented with a clear choice between paying a flat $200 or 10% of my total net worth when I land on the Income Tax space, so that I can make the most strategic financial decision.",Must Have,5,"US-016, US-038, US-047, US-051","Given the player lands on 'Income Tax', When their movement phase concludes, Then the game pauses and a modal dialog is displayed with two payment options.","Given the player has $500 cash and $1500 in assets (Net Worth = $2000), When the Income Tax dialog is displayed, Then it presents choices for '$200' and '10% ($200)'.","Given the player has $100 cash and a net worth of $1500, When they select either the '$200' or '$150' option, Then the game initiates the asset liquidation flow, requiring the player to mortgage/sell to cover the debt.",WI-CORE-014,"All acceptance criteria validated and passing. Unit tests for the NetWorthCalculator service achieve minimum of 80% coverage. Integration tests covering the choice-to-payment and choice-to-bankruptcy-flow scenarios are implemented and passing."
US-027,EPIC-CORE,"Pay a fixed Luxury Tax amount","Player","As a player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space, so that the game correctly follows the official rules.",Must Have,2,"US-016, US-047","Given a player has cash greater than the Luxury Tax amount, When their token lands on the 'Luxury Tax' space, Then the fixed tax amount is automatically deducted from their cash balance.","Given a player has insufficient cash to pay the Luxury Tax, When their token lands on the 'Luxury Tax' space, Then the player is prompted to manage their assets to pay the debt, or is declared bankrupt if they cannot.","Given a player pays the Luxury Tax, When the transaction completes, Then it is logged at the INFO level with turn number, player ID, transaction type ('LuxuryTax'), and amount.",WI-CORE-014,"All acceptance criteria validated and passing. Integration tests confirm correct interaction with the PlayerState, UI, and Bankruptcy systems. The transaction is correctly logged in the specified structured JSON format."
US-028,EPIC-CORE,"Experience no gameplay effect when landing on Free Parking","Player","As a player, I want the game to apply no special action when my token lands on the Free Parking space so that the game adheres to the official Monopoly rules.",Must Have,1,"US-016, US-017","Given a player is in an active turn and has not rolled doubles, When their token lands on the 'Free Parking' space, Then their cash balance remains unchanged and the game proceeds to the next player's turn.","Given a player is in an active turn and rolls doubles, When their token lands on the 'Free Parking' space, Then their cash balance remains unchanged and the game prompts them to take their extra turn.","Given a player is on a space before GO, When they roll a number that causes them to pass GO and land on 'Free Parking', Then their cash balance first increases by $200 for passing GO, and the landing space has no further effect.",WI-CORE-004,"All acceptance criteria validated and passing. Integration testing completed for all scenarios, including the doubles rule interaction. The system correctly enforces the official rule (no house rule money pots)."
US-029,EPIC-CORE,"Manage my properties before rolling the dice","Strategic Player","As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice, so that I can proactively adjust my financial position.",Must Have,5,"US-015, US-033, US-038, US-040","Given it is the start of the human player's turn and they are not in jail, When control is transitioned to them, Then the 'Roll Dice' button is enabled, and all property management UI controls are also enabled.","Given the player is in the 'Pre-Roll Management Phase', When they build a house and then click 'Roll Dice', Then the house is added, cash is deducted, property management controls become disabled, and the game proceeds to the 'Roll Phase'.","Given the player has just completed a turn where they rolled doubles, When the game grants them an extra turn, Then the game returns to the 'Pre-Roll Management Phase', allowing them to manage properties again.",WI-CORE-004,"All acceptance criteria validated and passing. Unit tests for the TurnManager state machine achieve >80% coverage. UI controls are confirmed to be enabled/disabled at the correct times during the turn cycle."
US-030,EPIC-CORE,"Choose to buy an unowned property I land on","Human Player","As a human player, I want to be presented with a clear, informative prompt when I land on an unowned property, giving me the option to purchase it for its listed price, so that I can strategically acquire assets.",Must Have,5,"US-016, US-050, US-051","Given I have $1000 cash, When my token lands on the unowned 'St. Charles Place' (price $140), Then a modal dialog is displayed with property info and enabled 'Buy' and 'Auction' buttons.","Given the property purchase dialog is displayed, When I click the 'Buy' button, Then my cash is reduced by $140, 'St. Charles Place' is added to my property list, and an ownership marker for me appears on the board space.","Given I have $100 cash, When my token lands on 'St. Charles Place' (price $140), Then the purchase dialog is displayed, but the 'Buy' button is disabled.",WI-CORE-007,"All acceptance criteria validated and passing. Integration testing for the full land->prompt->buy->update cycle is completed successfully. The transaction logic is verified to be atomic."
US-031,EPIC-CORE,"Choose to send an unowned property to auction instead of buying it","Human Player","As a Human Player, I want the option to decline the immediate purchase of an unowned property I land on so that I can trigger an auction for that property.",Must Have,2,"US-030, US-032","Given I have landed on an unowned property I can afford, When the game presents me with the buy/auction dialog, Then both the 'Buy' and 'Auction' buttons are enabled.","Given the purchase decision dialog is displayed, When I click the 'Auction' button, Then the dialog closes and the auction process begins, involving all active players.","Given I have landed on an unowned property I cannot afford, When the purchase decision dialog is displayed, Then the 'Buy' button is disabled, but the 'Auction' button remains enabled.",WI-CORE-007,"All acceptance criteria validated and passing. Integration testing with the Auction Manager (US-032) completed successfully. The UI for the decision dialog is reviewed and approved."
US-032,EPIC-CORE,"Participate in an auction for a property","Human Player","As a Human Player, I want to participate in a turn-based auction for an unowned property, placing bids against AI opponents, so that I have a strategic opportunity to acquire properties.",Must Have,5,US-031,"Given an auction is in progress for 'Boardwalk', When I place a valid winning bid and all other players withdraw, Then the auction UI closes, the final bid amount is deducted from my cash, and I gain ownership of 'Boardwalk'.","Given an auction is in progress and it is my turn to bid, When I select the 'Withdraw' or 'Pass' option, Then my bidding controls are disabled, and the turn passes to the next player in the bidding order.","Given an auction is in progress, the current high bid is $200, and I have $205 cash, When it is my turn and the minimum next bid is $206, Then the 'Place Bid' button is disabled, leaving 'Withdraw' as my only option.",WI-CORE-007,"All acceptance criteria validated and passing. Integration tests for the full auction lifecycle (trigger -> bidding -> resolution -> game resume) are implemented and passing. The auction UI has been reviewed for clarity and usability."
US-033,EPIC-CORE,"Build houses on properties in a complete color set","Player","As a player who owns a complete color set, I want to purchase and build houses on those properties so that I can increase the rent value and gain a strategic advantage.",Must Have,5,"US-030, US-034, US-036, US-052","Given I own all Light Blue properties (unmortgaged, undeveloped), have >$50 cash, and the bank has houses, When I choose to build one house on Oriental Avenue, Then my cash is reduced by $50, the bank's house count decreases by one, and a house appears on the board.","Given I own Oriental and Vermont Avenues but not Connecticut Avenue, When I view the Light Blue properties in the management screen, Then the option to build houses is disabled.","Given I own the complete Light Blue monopoly but have $49 cash, When I attempt to build a house (cost $50), Then the action is blocked with an 'Insufficient Funds' notification.",WI-CORE-008,"All acceptance criteria validated and passing. Unit tests for the build validation logic in the Rule Engine achieve >70% coverage. Integration testing for the UI-to-GameState-to-UI flow is completed successfully."
US-034,EPIC-CORE,"Enforce even building rule for property development","Player","As a player who owns a complete property set, I want the game to enforce the 'even building' rule when I try to purchase or sell houses, so that the game is fair and follows official Monopoly rules.",Must Have,5,"US-033, US-052","Given I own a three-property monopoly where Property A has 1 house and Properties B and C have 0 houses, When I attempt to build a second house on Property A, Then the action is blocked, and the UI provides feedback explaining I must build evenly.","Given I own a monopoly where every property has exactly one house, When I attempt to build a second house on any single property, Then the transaction is successful, and the selected property now has two houses.","Given I own a monopoly where Property A has 3 houses and Properties B and C each have 2 houses, When I attempt to sell a house from Property B or C, Then the action is blocked, and the UI indicates I must sell from Property A first.",WI-CORE-008,"All acceptance criteria validated and passing. Unit tests for the `CanBuildOnProperty` and `CanSellFromProperty` validation logic implemented with >80% coverage. UI feedback and state changes are verified through integration testing."
