Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"TASK-008: Integrate Error Dialog with Exception Handler","Modify the `GlobalExceptionHandler` to, after logging the error, generate a unique correlation ID (e.g., a GUID), and then trigger the UI to display the `ErrorDialog` populated with this ID and the user-friendly messages from REQ-1-023.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",10,"error-handling,integration","Sprint 1","Application Shell & Infrastructure","Monopoly Tycoon","","Depends on both the handler service and the UI dialog prefab.","STORY-US-005","TASK-006,TASK-007","","","C#,Unity"
"STORY-US-068: View the game's data privacy statement","As a privacy-conscious user, I want to access and read a clear data privacy statement from the main menu so that I can understand how my data is handled and confirm the game operates offline.","User Story","Backlog","Should Have","","pm@project.com","",10,"ui,privacy","Sprint 1","Application Shell & Infrastructure","Monopoly Tycoon","","US-008","EPIC-005","","","","C#,Unity UI"
"TASK-017: Create Privacy Policy UI Screen","Develop a new UI screen or modal prefab that contains a scrollable text area and a 'Close' button. This UI will be used to display the privacy policy and other long-form text documents like the user manual.","Task","Backlog","Should Have","ui-dev@project.com","pm@project.com","",5.2,"ui,privacy","Sprint 1","Application Shell & Infrastructure","Monopoly Tycoon","","Requires core UI canvas setup.","STORY-US-068","","","","Unity UI,C#"
"TASK-018: Integrate Privacy Policy into Main Menu","Add a 'Privacy Policy' button to the main menu UI. Wire it to a controller method that loads the privacy policy text from an external resource file and displays it using the `TextDocumentViewer` screen.","Task","Backlog","Should Have","ui-dev@project.com","pm@project.com","",4.2,"ui,privacy,integration","Sprint 1","Application Shell & Infrastructure","Monopoly Tycoon","","Depends on the main menu and the text viewer UI.","STORY-US-068","TASK-104,TASK-017","","","Unity UI,C#"
"EPIC-003: User Interface & Experience (UI/UX)","Covers all player-facing visual and interactive components, including the main menu, game setup, HUD, modals, and post-game screens. Ensures a polished, intuitive, and visually appealing experience.","Epic","Backlog","Critical","","pm@project.com","",328,"ui,ux,frontend","","","Monopoly Tycoon","","","","","",""
"STORY-US-008: Start a new game from the main menu","As a player, I want to select a 'New Game' option from the main menu so that I can proceed to the game setup screen and configure a new match.","User Story","Backlog","Must Have","","pm@project.com","",8,"ui,main-menu","Sprint 1","User Interface & Experience (UI/UX)","Monopoly Tycoon","","","EPIC-003","","","","Unity UI,C#"
"TASK-104: Create Main Menu Scene and Controller","Implement the basic Main Menu scene in Unity. Create a `MainMenuController.cs` script to handle UI logic. Add placeholder buttons for 'New Game', 'Load Game', 'Settings', and 'Quit'.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,main-menu,scene-management","Sprint 1","User Interface & Experience (UI/UX)","Monopoly Tycoon","","This is a foundational UI task.","STORY-US-008","","","","Unity UI,C#"
"STORY-US-011: Create a player profile with a custom name","As a player, I want to create a personal profile by entering a custom name so that my game progress and statistics are saved under my unique identity.","User Story","Backlog","Must Have","","pm@project.com","",16,"profile,setup,database","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-008","EPIC-003","","","","C#,Unity UI,SQLite"
"TASK-107: Add Profile Name Input to Game Setup Screen","Add a `TextMeshPro - Input Field` to the Game Setup screen for the player to enter their name. Implement real-time validation logic in `GameSetupController.cs` to check for length (3-16 chars) and allowed characters (alphanumeric).","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,profile,validation","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the Game Setup Screen existing.","STORY-US-011","TASK-105","","","Unity UI,C#"
"TASK-108: Implement Player Profile Persistence Service","Create a `PlayerProfileRepository.cs` that handles creating and retrieving player profiles from the SQLite database. Implement the `GetOrCreateProfileAsync` method to avoid duplicates and handle new player creation.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"database,persistence,sqlite","Sprint 2","Data Persistence & Management","Monopoly Tycoon","","Depends on the database schema being defined.","STORY-US-011","TASK-137","","","C#,SQLite"
"STORY-US-009: Configure a game with one to three AI opponents","As a player setting up a new game, I want to select the number of AI opponents from a choice of one, two, or three, so that I can customize the game's challenge and duration.","User Story","Backlog","Must Have","","pm@project.com","",8,"ui,setup,configuration","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-008","EPIC-003","","","","Unity UI,C#"
"TASK-105: Design and Implement Game Setup Screen UI","Create the `GameSetup.scene` and `GameSetupController.cs`. Implement the UI layout to hold player profile name, token selection, and slots for AI opponent configurations.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,setup","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the Main Menu to navigate from.","STORY-US-009","TASK-104","","","Unity UI,C#"
"STORY-US-010: Set a unique difficulty level for each AI opponent","As a Human Player setting up a new game, I want to independently assign a difficulty level (Easy, Medium, or Hard) to each of my AI opponents so that I can customize the game's challenge.","User Story","Backlog","Must Have","","pm@project.com","",16,"ui,setup,ai-config","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-009","EPIC-003","","","","Unity UI,C#"
"TASK-106: Add AI Configuration Controls to Setup Screen","For each potential AI slot (up to 3), add a UI dropdown or button group to select the difficulty ('Easy', 'Medium', 'Hard'). The visibility of these controls should be driven by the number of AI opponents selected in US-009.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"ui,ai-config,setup","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the opponent selection UI from US-009.","STORY-US-010","TASK-105","","","Unity UI,C#"
"STORY-US-012: Receive feedback for an invalid profile name","As a player setting up my profile, I want to receive immediate and clear feedback if the name I enter is invalid so that I can easily correct it and proceed.","User Story","Backlog","Must Have","","pm@project.com","",8,"ui,validation,profile","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-011","EPIC-003","","","","Unity UI,C#"
"TASK-109: Implement Real-time Validation Feedback for Profile Name","Enhance the `GameSetupController.cs` to show/hide a text element with specific error messages based on the validation logic (too short, too long, invalid characters). The 'Start Game' button's interactable state should be tied to the name's validity.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,validation,profile","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the profile name input field.","STORY-US-012","TASK-107","","","Unity UI,C#"
"STORY-US-014: Select my player token from a set of classic options","As a player setting up a new game, I want to choose my game piece from a visual selection of classic tokens, so that I can personalize my in-game identity.","User Story","Backlog","Must Have","","pm@project.com","",16,"ui,setup,personalization","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-008,US-009,US-011","EPIC-003","","","","Unity UI,C#"
"TASK-110: Create Token Selection UI Component","Implement a UI component (grid or carousel) on the Game Setup screen to display the 8+ selectable token icons. Add logic to handle selection, highlighting, and storing the chosen `token_id`.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"ui,setup,token-select","Sprint 2","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the Game Setup Screen. Requires token art assets.","STORY-US-014","TASK-105","","","Unity UI,C#"
"EPIC-001: Core Gameplay Engine & Rule Implementation","The heart of the game, this epic covers the implementation of the game board, player state, turn management, all official Monopoly rules (movement, property transactions, cards, jail), and win/loss conditions.","Epic","Backlog","Critical","","pm@project.com","",500,"game-logic,rules-engine,backend","","","Monopoly Tycoon","","","","","",""
"STORY-US-029: Manage my properties before rolling the dice","As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice so that I can proactively adjust my financial position.","User Story","Backlog","Must Have","","pm@project.com","",24,"game-flow,turn-management,state-machine","Sprint 2","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-015,US-033,US-038,US-040,US-052","EPIC-001","","","","C#,Unity"
"TASK-026: Implement Turn Manager State Machine","Create a `TurnManager.cs` service with a state machine to handle the distinct phases of a player's turn (Pre-Turn, Pre-Roll Management, Roll, Movement, Action, Post-Roll). Implement the logic for the Pre-Roll Management phase that waits for player input.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",24,"state-machine,game-flow,backend","Sprint 2","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","This is a foundational logic component.","STORY-US-029","","","","C#,Unity"
"STORY-US-015: Roll two six-sided dice to start my move","As a human player whose turn it is, I want to click a button to roll two virtual dice so that I can determine how many spaces my token will move.","User Story","Backlog","Must Have","","pm@project.com","",24,"dice-roll,core-mechanic,rng","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-029","EPIC-001","","","","C#,Unity"
"TASK-027: Create Dice Rolling Service","Implement a `DiceService.cs` that generates two random numbers between 1 and 6 using a cryptographically secure RNG. It should return the result, including the sum and a boolean for whether it was doubles.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"rng,backend,dice","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-015","","","","C#,.NET 8"
"TASK-028: Implement Dice Roll UI and Animation","Create the 'Roll Dice' button on the main HUD. Implement the 3D dice roll animation. The animation should respect the game speed settings from US-055.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"ui,animation,dice","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the main game HUD.","STORY-US-015","TASK-118","","","Unity UI,3D"
"STORY-US-016: Watch my token automatically move around the board","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice so that I can visually track my progress.","User Story","Backlog","Must Have","","pm@project.com","",24,"animation,visual-feedback,3d","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","US-014,US-015,US-055","EPIC-003","","","","Unity,C#,3D"
"TASK-111: Implement Token Movement Animation","Develop a `TokenController.cs` script that takes a dice roll result and animates the player's 3D token moving space-by-space around the board. Implement smooth camera following logic.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"3d,animation,camera","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the dice roll result.","STORY-US-016","TASK-027","","","Unity,C#"
"TASK-112: Create Special Movement Animations (e.g., Go to Jail)","Implement specific animation paths for non-standard movements, such as the direct move to the 'In Jail' space, bypassing the normal sequential path.","Task","Backlog","Edge Case","ui-dev@project.com","pm@project.com","",8,"3d,animation,jail","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","","STORY-US-016","TASK-111","","","Unity,C#"
"STORY-US-030: Choose to buy an unowned property I land on","As a human player, I want to be presented with a prompt when I land on an unowned property, giving me the option to purchase it so that I can strategically acquire assets.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-mechanic,property,economy","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-032,US-050","EPIC-001","","","","C#,Unity UI"
"TASK-029: Implement Property Purchase Logic","In the `RuleEngine.cs`, create the logic to handle a property purchase. This includes checking player funds, debiting cash, and adding the property to the player's `properties_owned` list. The transaction must be atomic.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"backend,rules-engine,transaction","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-030","","","","C#"
"TASK-030: Create Property Purchase UI Dialog","Design and implement the modal dialog (using the generic modal from US-051) that appears when a player lands on an unowned property. It should display the property card and 'Buy'/'Auction' buttons. The 'Buy' button must be disabled if funds are insufficient.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"ui,modal,property","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on a generic modal system.","STORY-US-030","TASK-119","","","Unity UI,C#"
"STORY-US-031: Choose to send an unowned property to auction","As a Human Player, I want the option to decline the immediate purchase of an unowned property I land on to trigger an auction.","User Story","Backlog","Must Have","","pm@project.com","",8,"core-mechanic,property,auction","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-030,US-032,US-016","EPIC-001","","","","C#,Unity UI"
"TASK-031: Wire Auction Button to Auction System","In the Property Purchase UI dialog, wire the 'Auction' button to call the `AuctionService.StartAuction(property)` method. Ensure the game state correctly transitions into the auction phase.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,integration,auction","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on the Purchase UI and the Auction Service.","STORY-US-031","TASK-030,TASK-032","","","Unity UI,C#"
"STORY-US-032: Participate in an auction for a property","As a Human Player, I want to participate in a turn-based auction for an unowned property, placing bids against AI opponents.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-mechanic,auction,economy","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-031,US-045","EPIC-001","","","","C#,Unity UI,AI"
"TASK-032: Develop Auction Logic Service","Create an `AuctionService.cs` to manage the auction state machine. This includes tracking bidders, current bid, bidding order (clockwise), and determining the winner.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",12,"backend,state-machine,auction","Sprint 3","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-032","","","","C#"
"TASK-033: Create Auction UI","Implement the modal UI for the auction. This includes displaying the property, current high bid, bidder, and controls for the human player to 'Place Bid' or 'Withdraw'. The UI must update in real-time as AIs place bids.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",12,"ui,modal,auction","Sprint 3","User Interface & Experience (UI/UX)","Monopoly Tycoon","","","STORY-US-032","TASK-032","","","Unity UI,C#"
"STORY-US-019: Collect $200 salary when passing or landing on GO","As a Player, I want my cash balance to be automatically credited with a $200 salary when I land on or pass over the GO space.","User Story","Backlog","Must Have","","pm@project.com","",8,"core-rule,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-049","EPIC-001","","","","C#"
"TASK-034: Implement Pass Go Salary Logic","In the `MovementController` or `RuleEngine`, add logic that checks if a player's token has passed or landed on the GO space (index 0) during its move. If so, credit the player's cash with $200. Ensure this is not triggered by 'Go to Jail' moves.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"backend,rules-engine,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-019","","","","C#"
"STORY-US-044: Automatically collect rent when an opponent lands on my property","As a property owner, I want the game to automatically calculate and transfer the correct rent from an opponent who lands on my property.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-mechanic,rent,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-030,US-038,US-033,US-047","EPIC-001","","","","C#"
"TASK-035: Implement Rent Calculation Service","Create a `RentCalculator.cs` service. This service must accurately calculate the rent for any given property based on its type (standard, railroad, utility), ownership (monopoly status), development level (houses/hotels), and mortgaged status.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",16,"backend,rules-engine,rent","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-044","","","","C#"
"TASK-036: Implement Automatic Rent Transaction","Integrate the `RentCalculator` with the turn flow. When a player lands on an owned property, the system automatically calls the service, performs the cash transfer between players, and logs the transaction.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"backend,transaction,rent","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on the rent calculator.","STORY-US-044","TASK-035","","","C#"
"STORY-US-045: Automatically pay rent when I land on an opponent's property","As a player, I want the game to automatically calculate and process my rent payment when I land on an opponent's property.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-mechanic,rent,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-030,US-033,US-038,US-047","EPIC-001","","","","C#"
"TASK-037: Integrate Rent Payment with Bankruptcy System","When a rent payment is triggered, the system must first check if the paying player has sufficient funds. If not, it must trigger the bankruptcy/asset liquidation flow instead of allowing a negative cash balance.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",24,"integration,bankruptcy,rent","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on rent logic and bankruptcy logic.","STORY-US-045","TASK-036,TASK-087","","","C#"
"STORY-US-027: Pay a fixed Luxury Tax amount","As a player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space.","User Story","Backlog","Must Have","","pm@project.com","",16,"core-rule,tax,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-038,US-047,US-052","EPIC-001","","","","C#"
"TASK-038: Implement Luxury Tax Action","Create the logic for the Luxury Tax space. When a player lands here, automatically deduct the fixed amount from their cash. This must integrate with the bankruptcy system if the player cannot pay.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",16,"backend,rules-engine,tax","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-027","TASK-087","","","C#"
"STORY-US-026: Choose to pay $200 or 10% for Income Tax","As a human player, I want to be presented with a choice between paying a flat $200 or 10% of my total net worth when I land on Income Tax.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-rule,tax,economy,ui","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-016,US-038,US-047","EPIC-001","","","","C#,Unity UI"
"TASK-039: Implement Net Worth Calculation Service","Create a `NetWorthCalculator.cs` service that accurately calculates a player's total net worth according to the rules (cash + printed value of all properties + total cost of all buildings).","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",8,"backend,rules-engine,economy","Sprint 4","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-026","","","","C#"
"TASK-040: Create Income Tax Choice UI","Implement the modal dialog that presents the human player with the choice between paying $200 or 10%. The UI must display the calculated 10% value.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",16,"ui,modal,tax","Sprint 4","User Interface & Experience (UI/UX)","Monopoly Tycoon","","Depends on the Net Worth Calculator.","STORY-US-026","TASK-039","","","Unity UI,C#"
"STORY-US-017: Receive an extra turn after rolling doubles","As a player, I want to be granted an immediate, additional turn after I roll doubles.","User Story","Backlog","Must Have","","pm@project.com","",16,"core-rule,doubles,turn-management","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-015,US-016,US-022","EPIC-001","","","","C#"
"TASK-041: Implement Doubles Logic in Turn Manager","Enhance the `TurnManager` state machine to check for doubles after a roll. If doubles are rolled (and it's not a 'get out of jail' roll), the state machine should loop back to the 'Pre-Roll Management' phase for the same player.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",16,"backend,state-machine,doubles","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on the Turn Manager.","STORY-US-017","TASK-026","","","C#"
"STORY-US-018: Be sent to jail for rolling three consecutive doubles","As a player, I want to be automatically sent to jail if I roll three consecutive doubles in a single turn.","User Story","Backlog","Must Have","","pm@project.com","",16,"core-rule,jail,doubles","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-015,US-017,US-020","EPIC-001","","","","C#"
"TASK-042: Implement 3-Doubles-to-Jail Rule","Add a counter to the `TurnManager` for consecutive doubles. If the counter reaches 3, the manager must immediately trigger the 'Go to Jail' action, bypassing normal movement, and end the player's turn.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",16,"backend,state-machine,jail","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on the doubles logic.","STORY-US-018","TASK-041","","","C#"
"STORY-US-020: Get out of jail by paying the $50 fine","As a player in jail, I want the option to pay a $50 fine at the beginning of my turn.","User Story","Backlog","Must Have","","pm@project.com","",8,"core-rule,jail,economy","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-018,US-049","EPIC-001","","","","C#,Unity UI"
"TASK-043: Create Jail Action UI","Design and implement the modal dialog that presents a jailed player with their options ('Pay Fine', 'Use Card', 'Roll for Doubles'). Button states should be dynamic based on player resources.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8,"ui,modal,jail","Sprint 5","User Interface & Experience (UI/UX)","Monopoly Tycoon","","","STORY-US-020","","","","Unity UI,C#"
"STORY-US-022: Attempt to get out of jail by rolling for doubles","As a player in jail, I want to choose the option to roll the dice on my turn.","User Story","Backlog","Must Have","","pm@project.com","",16,"core-rule,jail,rng","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-032,US-018,US-015,US-043,US-016","EPIC-001","","","","C#"
"TASK-044: Implement 'Roll for Doubles' Jail Logic","Add logic to the `JailService` or `TurnManager` to handle the 'Roll for Doubles' attempt. This must include decrementing the `jail_turns_remaining` counter on failure and correctly enforcing the 'no extra turn' rule on success.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",16,"backend,rules-engine,jail","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","","STORY-US-022","","","","C#"
"STORY-US-023: Be forced to pay the jail fine after 3 failed rolls","As a player in jail for my third turn, I want the game to automatically force me to pay the $50 fine if I fail to roll doubles.","User Story","Backlog","Must Have","","pm@project.com","",24,"core-rule,jail,economy","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","US-022,US-038,US-047","EPIC-001","","","","C#"
"TASK-045: Implement Forced Jail Payment Logic","Implement the rule for the third failed roll in jail. The system must force a $50 payment (triggering bankruptcy flow if needed) and then move the player according to that final roll.","Task","Backlog","Must Have","backend-dev@project.com","pm@project.com","",24,"backend,rules-engine,jail","Sprint 5","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","","Depends on the 'Roll for Doubles' logic.","STORY-US-023","TASK-044","","","C#"
"STORY-US-004: Ensure UI and Game View Adapt to Different Monitor Aspect Ratios","As a PC gamer, I want the game's UI and 3D view to automatically adapt to my screen's dimensions so that I can play without visual distortion.","User Story","Backlog","Must Have","","pm@project.com","",32,"ui,responsiveness,compatibility","Sprint 5","Application Shell & Infrastructure","Monopoly Tycoon","","US-049,US-051,US-052","EPIC-005","","","","Unity UI"
"TASK-193: Configure Canvas Scaler for Responsive UI","Set up the root Unity UI Canvas with a Canvas Scaler component configured to 'Scale With Screen Size'. Establish a reference resolution and set the match mode to balance width and height.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",3.2,"ui,responsive-design","Sprint 5","Application Shell & Infrastructure","Monopoly Tycoon","","This is a foundational task for all other UI work.","STORY-US-004","","","","Unity UI"
"TASK-194: Refactor All UI Elements with Proper Anchoring","Systematically go through every UI screen and ensure every UI element is correctly anchored to its parent container's corners or edges.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",14.3,"ui,responsive-design,refactoring","Sprint 5","Application Shell & Infrastructure","Monopoly Tycoon","","Depends on the existence of the UI elements to be refactored.","STORY-US-004","TASK-104,TASK-118,TASK-134,TASK-146,TASK-193","","","Unity UI"
"TASK-195: Implement Camera Controller for Aspect Ratio Adaptation","Develop the main 3D camera controller to handle different aspect ratios gracefully, using pillarboxing or letterboxing to ensure the game board is always fully visible without distortion.","Task","Backlog","Must Have","ui-dev@project.com","pm@project.com","",8.7,"camera,3d,responsive-design","Sprint 5","Application Shell & Infrastructure","Monopoly Tycoon","","Requires the 3D game board scene to be set up.","STORY-US-004","","","","Unity,C#,Linear Algebra"
"TASK-196: Perform Full E2E Test for UI Responsiveness","Conduct a comprehensive end-to-end manual test of the entire application on the three target aspect ratios (16:9, 16:10, 21:9) and one extreme ratio (4:3).","Task","Backlog","Must Have","qa@project.com","pm@project.com","",5.2,"qa,testing,responsive-design","Sprint 5","Application Shell & Infrastructure","Monopoly Tycoon","","This task validates the implementation of the UI refactoring.","STORY-US-004","TASK-194","","","QA"
