Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Implement Tax Collection Logic & UI (Income & Luxury)","Implement the logic for both tax spaces. Luxury Tax is a fixed deduction. Income Tax requires a modal dialog for the human player to choose between $200 and 10% of their net worth. Implement the net worth calculation function.","Task","Backlog","High","developer@project.com","pm@project.com","",12.8,"gameplay,rules-engine,backend,ui","Sprint 5: Rent & Financials","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-026","TASK-WI011-01",2023-10-27 08:38,2023-10-27 08:38,"C#,Unity UI"
"Implement 'Go to Jail' Logic","Implement all three triggers for going to jail: landing on the 'Go to Jail' space, drawing the 'Go to Jail' card, and rolling three consecutive doubles. This logic in the Turn Manager should change the player's status to 'InJail', move their token directly to the jail space, and end their turn.","Task","Backlog","Critical","sr-developer@project.com","pm@project.com","",12.8,"gameplay,rules-engine,backend,jail","Sprint 6: Special Rules & States","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-018","TASK-WI011-01",2023-10-27 08:39,2023-10-27 08:39,"C#,State Machine Design"
"Implement 'Get out of Jail' Options (Pay/Card/Roll)","At the start of a jailed player's turn, the Turn Manager should present the options to get out. Implement the backend logic for all three: paying the fine, using a 'Get Out of Jail Free' card, and attempting to roll for doubles. This includes the 3-turn limit rule.","Task","Backlog","Critical","developer@project.com","pm@project.com","",17,"gameplay,rules-engine,backend,jail","Sprint 6: Special Rules & States","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-022","TASK-WI016-01",2023-10-27 08:40,2023-10-27 08:40,"C#"
"Implement Jail Options UI","Create the modal dialog for a jailed player, presenting the available options to get out of jail. Buttons should be enabled/disabled based on whether the player has a card or sufficient cash.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.5,"ui,gameplay,modal,jail","Sprint 6: Special Rules & States","UI/UX & Frontend","Monopoly Tycoon","","","US-020","TASK-WI016-02",2023-10-27 08:41,2023-10-27 08:41,"Unity UI,C#"
"Implement Card Deck Logic (Chance & Community Chest)","In the core library, create a `DeckManager.cs`. It should load card definitions from a JSON file, shuffle the decks at the start of the game, handle drawing the top card, and place used cards at the bottom of the deck. Special logic is needed for the 'Get Out of Jail Free' card.","Task","Backlog","Critical","developer@project.com","pm@project.com","",12.8,"gameplay,backend,cards","Sprint 6: Special Rules & States","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-024","TASK-WI003-04",2023-10-27 08:42,2023-10-27 08:42,"C#,JSON.net"
"Implement Card Action Executor","Create a system (e.g., using the Command Pattern) to execute the various actions described on the cards (give/take money, move player, go to jail, etc.). This system will be called by the `DeckManager` after a card is drawn.","Task","Backlog","Critical","sr-developer@project.com","pm@project.com","",17,"gameplay,rules-engine,backend,architecture","Sprint 6: Special Rules & States","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-025","TASK-WI016-04",2023-10-27 08:43,2023-10-27 08:43,"C#,Design Patterns"
"Implement Card Draw UI","Create the UI for displaying a drawn Chance or Community Chest card. This should be a modal element that shows the card's text and is dismissed by the player, after which the card's action is visually executed.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.5,"ui,gameplay,cards","Sprint 6: Special Rules & States","UI/UX & Frontend","Monopoly Tycoon","","","US-024","TASK-WI016-05",2023-10-27 08:44,2023-10-27 08:44,"Unity UI,C#"
"Implement Other Board Spaces (GO, Free Parking, Just Visiting)","Finalize the logic for the remaining non-property spaces. GO salary collection should be robust. Free Parking and Just Visiting should be confirmed as no-op spaces where the turn simply ends (unless doubles were rolled).","Task","Backlog","High","developer@project.com","pm@project.com","",8.5,"gameplay,rules-engine,backend","Sprint 6: Special Rules & States","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-019","TASK-WI011-01,TASK-WI012-01",2023-10-27 08:45,2023-10-27 08:45,"C#"
"Implement Bankruptcy Logic (Asset Liquidation & Transfer)","In the Rule Engine, implement the full bankruptcy process. When a player owes a debt they cannot pay, the system must force them to sell buildings and mortgage properties. If they still cannot pay, determine bankruptcy. Implement asset transfer to the creditor (player or bank).","Task","Backlog","Critical","sr-developer@project.com","pm@project.com","",25.6,"gameplay,rules-engine,backend,critical-path,financials","Sprint 7: Game End & AI Foundation","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","RISK-TIME-002: This is a highly complex rule set with many edge cases.","US-047","TASK-WI015-02",2023-10-27 08:46,2023-10-27 08:46,"C#,Algorithm"
"Implement Win/Loss Condition Screens (Victory/Game Over)","Create the UI screens for Victory and Game Over. These should be displayed when the respective game-ending conditions are met. The Game Over screen should trigger the high-speed AI simulation.","Task","Backlog","Must Have","frontend-dev@project.com","pm@project.com","",12.8,"ui,game-flow,end-game","Sprint 7: Game End & AI Foundation","UI/UX & Frontend","Monopoly Tycoon","","","US-046","TASK-WI017-01",2023-10-27 08:47,2023-10-27 08:47,"Unity UI,C#"
"Implement Game Summary Screen","Create the post-game summary screen, which displays final statistics for all players in the match. This screen is shown after a victory or after the post-loss AI simulation completes.","Task","Backlog","Must Have","frontend-dev@project.com","pm@project.com","",12.8,"ui,game-flow,stats","Sprint 7: Game End & AI Foundation","UI/UX & Frontend","Monopoly Tycoon","","","US-048","TASK-WI017-02",2023-10-27 08:48,2023-10-27 08:48,"Unity UI,C#"
"Implement In-Game Statistics Tracking","Create a `StatisticsService` that hooks into game events (rent paid, property bought, etc.) to aggregate the data needed for the end-of-game summary screen and for persistent player stats.","Task","Backlog","Should Have","developer@project.com","pm@project.com","",12.8,"backend,stats,tracking","Sprint 7: Game End & AI Foundation","Core Gameplay Loop & Rules Engine","Monopoly Tycoon","","","US-013","TASK-WI017-03",2023-10-27 08:49,2023-10-27 08:49,"C#"
"Implement Behavior Tree Framework (Core)","Design and implement a lightweight, data-driven Behavior Tree (BT) framework in the core C# library. This includes base classes for nodes (Sequence, Selector, Action, Condition) and an executor that can traverse the tree. This is a foundational task for all AI logic.","Task","Backlog","Critical","ai-lead@project.com","pm@project.com","",34.1,"ai,architecture,backend,critical-path,behavior-tree","Sprint 7: Game End & AI Foundation","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","RISK-TECH-001: High complexity. Consider using a pre-existing library if this proves too difficult.","US-040","TASK-WI011-01",2023-10-27 08:50,2023-10-27 08:50,"C#,Architecture,Design Patterns,AI"
"Implement AI Configuration Loading","Create the system that loads AI behavior parameters from an external JSON file at runtime (REQ-1-063). This includes defining the JSON schema and creating a service to parse it and provide the parameters to the AI agents.","Task","Backlog","Must Have","developer@project.com","pm@project.com","",8.5,"ai,backend,configuration,json","Sprint 7: Game End & AI Foundation","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","","US-010","TASK-WI018-01",2023-10-27 08:51,2023-10-27 08:51,"C#,JSON.net"
"Implement AI Behavior: Property Acquisition & Bidding","Create the BT nodes and logic for AI decision-making regarding property purchases and auctions. The logic must use the external configuration parameters to vary behavior based on difficulty (e.g., 'Easy' AI might ignore some properties, 'Hard' AI will bid aggressively to complete sets).","Task","Backlog","Critical","ai-dev@project.com","pm@project.com","",25.6,"ai,gameplay,backend,behavior-tree","Sprint 8: AI Behavior & Trading","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","","US-032","TASK-WI018-01",2023-10-27 08:52,2023-10-27 08:52,"C#,AI,Behavior Tree"
"Implement AI Behavior: Building & Mortgaging","Create the BT nodes and logic for AI decisions on when to build houses/hotels and when to mortgage properties. 'Hard' AI should prioritize creating housing shortages and aggressively develop monopolies, while 'Easy' AI will be more conservative.","Task","Backlog","Critical","ai-dev@project.com","pm@project.com","",21.3,"ai,gameplay,backend,behavior-tree","Sprint 8: AI Behavior & Trading","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","","US-033","TASK-WI020-01",2023-10-27 08:53,2023-10-27 08:53,"C#,AI,Behavior Tree"
"Implement AI Behavior: Trade Evaluation & Proposal","Create the BT nodes and logic for the AI to evaluate incoming trade offers and to proactively propose trades. This is the most complex AI task, requiring the AI to value properties based on its goals and the game state. Logic must differ significantly between Easy, Medium, and Hard difficulties.","Task","Backlog","Critical","ai-lead@project.com","pm@project.com","",42.6,"ai,gameplay,backend,behavior-tree,trading","Sprint 8: AI Behavior & Trading","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","","US-041","TASK-WI020-02",2023-10-27 08:54,2023-10-27 08:54,"C#,AI,Behavior Tree,Algorithm"
"Implement Two-Panel Trade UI","Create the full trading interface as described in REQ-1-076. This modal UI must allow the player to select assets from their and their opponent's inventory to construct an offer. It must handle all validation (no developed properties, sufficient cash).","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",25.6,"ui,gameplay,trading,modal","Sprint 8: AI Behavior & Trading","UI/UX & Frontend","Monopoly Tycoon","","This UI is used for player-initiated, AI-initiated, and counter-offers.","US-053","TASK-WI014-01",2023-10-27 08:55,2023-10-27 08:55,"Unity UI,C#"
"Integrate Human-to-AI Trading Flow","Wire up the trading UI with the AI. When a human player proposes a trade, the offer data is passed to the AI's BT for evaluation. The AI's decision (Accept/Decline) is then passed back and displayed to the player.","Task","Backlog","High","developer@project.com","pm@project.com","",12.8,"gameplay,integration,ai,trading","Sprint 8: AI Behavior & Trading","Artificial Intelligence (AI) Opponents","Monopoly Tycoon","","","US-040","TASK-WI021-01,TASK-WI020-03",2023-10-27 08:56,2023-10-27 08:56,"C#,Unity"
