story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-011,Data Persistence & Management,Create a persistent player profile,Player,"As a Player, I want to enter a custom name to create a personal profile, so that my game progress, statistics, and high scores are saved under my unique identity.",Must Have,2,US-008;US-028,"Given I am on the game setup screen, when I enter a valid name (3-16 alphanumeric characters) and start the game, then a new player profile is created and persisted in the local database.","Given I have created a profile with the name 'CashKing', when the game starts, then my name is displayed as 'CashKing' in the in-game HUD.","Given I enter an invalid name (too short, too long, or with special characters), when I attempt to start the game, then a validation message is displayed and I cannot proceed.",WI-018: Implement Game Setup Screen; WI-028: Setup SQLite Database and Schema,"All ACs pass. The profile is saved to the SQLite database. The entered name is used in-game. Input validation is enforced as per requirements. Code is reviewed and merged."
US-012,Data Persistence & Management,Receive feedback for an invalid profile name,Player,"As a Player creating a profile, I want to receive immediate and clear feedback if the name I enter is invalid, so that I can easily correct it and proceed.",Must Have,1,US-011,"Given I am on the game setup screen, when I enter a name with fewer than 3 characters, then an error message 'Name must be at least 3 characters long' is displayed and the 'Start Game' button is disabled.","Given I am on the game setup screen, when I enter a name with special characters (e.g., 'Player!'), then an error message 'Name can only contain letters and numbers' is displayed and the 'Start Game' button is disabled.","Given an error message for an invalid name is displayed, when I edit the name to be valid, then the error message disappears and the 'Start Game' button becomes enabled.",WI-018: Implement Game Setup Screen,"All ACs pass. Validation is real-time. Error messages are specific to the rule violated. Correcting the input removes the error state. Code is reviewed and merged."
US-013,Data Persistence & Management,View my persistent historical gameplay statistics,Returning Player,"As a Returning Player, I want to access a screen that displays my cumulative statistics from all completed games, so that I can track my long-term performance and progression.",Should Have,5,US-011;US-046;US-047,"Given I have completed several games, when I select 'Player Statistics' from the main menu, then a screen is displayed with my aggregated stats like 'Total Wins', 'Win/Loss Ratio', and 'Average Game Duration'.","Given I am a new player with no completed games, when I view the statistics screen, then all values are displayed as '0' or 'N/A' in a user-friendly way.","Given my current 'Total Wins' is 2, when I win a new game, then the 'Total Wins' statistic on the screen updates to '3'.",WI-029: Implement Statistics Tracking and Persistence,"All ACs pass. The statistics screen correctly reads from and displays data from the SQLite database. Stats are updated correctly upon game completion. The screen handles the zero-data state gracefully. Code is reviewed and merged."
US-014,Presentation Layer (UI/UX & 3D),Select my player token from a set of classic options,Player,"As a Player setting up a new game, I want to choose my game piece from a selection of classic tokens, so that I can personalize my in-game identity.",Must Have,2,US-008;US-009,"Given I am on the game setup screen, when I click on a token (e.g., 'Top Hat'), then it becomes visually highlighted as my selection.","Given I have selected the 'Battleship' token and started the game, when the game board loads, then my 3D game piece on the board is the 'Battleship'.","Given I have selected a token and configured a 3-player game, when the game starts, then the two AI opponents are each assigned a unique token from the remaining pool.",WI-018: Implement Game Setup Screen,"All ACs pass. The UI allows selection from at least 8 classic tokens. The selected token is used in-game. AI opponents are assigned unique, non-conflicting tokens. Code is reviewed and merged."
US-015,Gameplay Mechanics Implementation,Roll two six-sided dice to start my move,Player,"As a Player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine how many spaces my token will move.",Must Have,3,"","Given it is my turn, when I click the 'Roll Dice' button, then two random numbers (1-6) are generated and a 3D dice roll animation is played.","Given the 'Roll Dice' button is available, when it is not my turn to roll (e.g., it's an AI's turn), then the button is disabled and non-interactive.","Given the dice roll result is doubles, when my move is completed, then a 'doubles' flag is set in my player state to trigger an extra turn (as per US-017).",WI-006: Implement Secure Dice Rolling,"All ACs pass. Dice rolls are verifiably random using a secure method. The UI button is enabled/disabled at the correct times. A polished animation provides visual feedback. Code is reviewed and merged."
US-016,Gameplay Mechanics Implementation,Watch my token automatically move around the board,Player,"As a Player, I want to see my token animate its movement space-by-space after I roll the dice, so that I can visually track my progress around the board.",Must Have,5,US-015,"Given I roll a total of 7, when the dice roll animation completes, then my token animates moving sequentially across 7 spaces on the board.","Given my token is on 'Boardwalk' (space 39) and I roll a 3, when my token moves, then it animates passing over the 'GO' space before landing on 'Baltic Avenue' (space 3).","Given I am sent to Jail, when my token moves, then it follows a special, direct animation to the 'In Jail' section of the board, not space-by-space.",WI-007: Implement Player Token Movement,"All ACs pass. Token movement is smoothly animated and the camera follows the action. The 'Pass Go' and 'Go to Jail' scenarios are handled with distinct animations. Movement speed respects game settings. Code is reviewed and merged."
US-017,Gameplay Mechanics Implementation,Receive an extra turn after rolling doubles,Player,"As a Player, I want to be granted an additional turn after I roll doubles, so that the game correctly follows the official Monopoly rules.",Must Have,2,US-015;US-016;US-022,"Given I am not in jail and I roll doubles, when my first move is complete, then it remains my turn and the 'Roll Dice' button is re-enabled.","Given I have just rolled doubles to get out of jail, when my move is complete, then my turn ends and I am NOT granted an extra turn.","Given I roll a non-double after having rolled a double, when my move is complete, then my turn ends and play passes to the next player.",WI-006: Implement Secure Dice Rolling,"All ACs pass. An extra turn is correctly granted for a standard doubles roll. The 'get out of jail' exception is correctly handled. The consecutive doubles counter is tracked. Code is reviewed and merged."
US-018,Gameplay Mechanics Implementation,Be sent to jail for rolling three consecutive doubles,Player,"As a Player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the official rules are correctly enforced.",Must Have,2,US-017,"Given I have already rolled doubles twice in a row, when I roll doubles for a third time, then my token is immediately moved directly to the 'In Jail' space and my turn ends.","Given I roll my third consecutive double, when my token is sent to jail, then I do not move the number of spaces shown on the dice.","Given I am on 'Boardwalk' and roll a third consecutive double, when I am sent to jail, then I do not collect the $200 'GO' salary.",WI-006: Implement Secure Dice Rolling,"All ACs pass. Player is sent to jail on the third consecutive double. The token does not move the rolled amount. No 'Pass Go' salary is awarded. The consecutive doubles counter is reset. Code is reviewed and merged."
US-019,Gameplay Mechanics Implementation,Collect $200 salary when passing or landing on GO,Player,"As a Player, I want to automatically be credited with a $200 salary when my token passes or lands on the GO space, so that the game follows the official rules.",Must Have,1,US-016,"Given my token is on 'Boardwalk' (space 39) and my cash is $500, when I roll a 5 and my token moves past GO, then my cash balance is automatically increased to $700.","Given my token is on 'Park Place' (space 37) and I roll a 3, when my token lands exactly on GO, then my cash balance is automatically increased by $200.","Given I am sent to Jail from a space before GO (e.g., via the 'Go to Jail' space), when my token moves, then I do not collect the $200 salary.",WI-007: Implement Player Token Movement,"All ACs pass. Salary is correctly awarded for both passing and landing on GO. No salary is awarded for any 'Go to Jail' action that crosses the GO space. The HUD updates immediately. Code is reviewed and merged."
US-020,Gameplay Mechanics Implementation,Get out of jail by paying the $50 fine,Player,"As a Player in jail, I want the option to pay a $50 fine at the start of my turn, so that I can get out immediately and continue my turn normally.",Must Have,1,US-018,"Given I am in jail and have more than $50, when my turn begins, then a dialog is presented with an enabled 'Pay $50 Fine' option.","Given I select the 'Pay $50 Fine' option, when I confirm, then my cash is reduced by $50, my status is set to 'Active', and I can proceed with a normal turn (roll, move, etc.).","Given I am in jail and have less than $50, when my turn begins, then the 'Pay $50 Fine' option in the dialog is disabled.",WI-008: Implement Jail Mechanics,"All ACs pass. The option to pay is presented correctly. Paying the fine successfully releases the player and deducts the correct amount. The option is disabled with insufficient funds. Code is reviewed and merged."
US-021,Gameplay Mechanics Implementation,Use a 'Get Out of Jail Free' card,Player,"As a Player in jail, I want the option to use a 'Get Out of Jail Free' card, so that I can get out immediately without spending money or risking a roll.",Must Have,2,US-024;US-025,"Given I am in jail and have a 'Get Out of Jail Free' card, when my turn begins, then the jail options dialog includes an enabled 'Use Card' option.","Given I choose to use my 'Get Out of Jail Free' card, when I confirm, then my card count is decremented by one, my status becomes 'Active', and I can proceed with a normal turn.","Given I have used my card, when the action is complete, then the card is returned to the bottom of its original deck (Chance or Community Chest).",WI-008: Implement Jail Mechanics; WI-009: Implement Card Deck Mechanics,"All ACs pass. The 'Use Card' option is available only when a card is held. Using the card correctly updates player state and returns the card to the correct deck. Code is reviewed and merged."
US-022,Gameplay Mechanics Implementation,Attempt to get out of jail by rolling for doubles,Player,"As a Player in jail, I want the option to roll for doubles on my turn, so that I can attempt to get out for free.",Must Have,3,US-015;US-018,"Given I am in jail, when I select the 'Roll for Doubles' option and the result is doubles, then my status becomes 'Active', I move the number of spaces rolled, and my turn ends (without an extra turn).","Given I am in jail, when I select the 'Roll for Doubles' option and the result is NOT doubles, then my turn immediately ends and my 'jail turns remaining' counter is decremented.","Given I am in jail, when my turn starts, then a modal UI dialog is presented with all available jail options, including 'Roll for Doubles'.",WI-008: Implement Jail Mechanics,"All ACs pass. Successfully rolling doubles releases the player but does not grant an extra turn. Failing to roll doubles ends the turn. The correct UI is presented. Code is reviewed and merged."
US-023,Gameplay Mechanics Implementation,Be forced to pay the fine after failing to get out of jail,Player,"As a Player in jail, if I fail to roll doubles on my third attempt, I want the game to automatically force me to pay the $50 fine, so that the official rules are enforced and my turn can proceed.",Must Have,5,US-022;US-047,"Given I am in jail and have failed to roll doubles for two consecutive turns, when I roll for a third time and fail again, then I am automatically charged a $50 fine.","Given I have been forced to pay the fine after the third roll, when the payment is complete, then my token moves the number of spaces shown on that third roll and my turn ends.","Given I am forced to pay the $50 fine but have insufficient cash, when the payment is attempted, then the game prompts me to raise funds (mortgage/sell) or enter bankruptcy.",WI-008: Implement Jail Mechanics,"All ACs pass. The fine is automatically paid on the third failed roll. The player then moves according to that roll. The bankruptcy flow is correctly triggered if the fine cannot be paid. Code is reviewed and merged."
US-024,Gameplay Mechanics Implementation,Draw a Chance card,Player,"As a Player, I want the game to automatically draw a Chance card when I land on a Chance space, so that the game follows the official rules and introduces random events.",Must Have,5,US-016;US-018;US-019;US-047,"Given I land on a Chance space, when my movement ends, then a UI element displays the top card from the shuffled Chance deck and its effect is automatically applied.","Given I draw a standard Chance card, when its action is complete, then the card is placed at the bottom of the Chance deck.","Given I draw the 'Get Out of Jail Free' card from the Chance deck, when the action is complete, then the card is added to my inventory and is NOT returned to the deck.",WI-009: Implement Card Deck Mechanics,"All ACs pass. All 16 Chance card effects are implemented correctly. The deck is shuffled and cards are cycled correctly. The 'Get Out of Jail Free' card is handled as a special case. Code is reviewed and merged."
US-025,Gameplay Mechanics Implementation,Draw a Community Chest card,Player,"As a Player, I want the game to automatically draw a Community Chest card when I land on a Community Chest space, so that the game follows the official rules and the game state is updated accordingly.",Must Have,5,US-016;US-018;US-047,"Given I land on a Community Chest space, when my movement ends, then a UI element displays the top card from the shuffled Community Chest deck and its effect is automatically applied.","Given I draw a standard Community Chest card, when its action is complete, then the card is placed at the bottom of the Community Chest deck.","Given I draw the 'Get Out of Jail Free' card from the Community Chest deck, when the action is complete, then the card is added to my inventory and is NOT returned to the deck.",WI-009: Implement Card Deck Mechanics,"All ACs pass. All 16 Community Chest card effects are implemented correctly. The deck is shuffled and cards are cycled correctly. The 'Get Out of Jail Free' card is handled as a special case. Code is reviewed and merged."
US-026,Gameplay Mechanics Implementation,Choose to pay $200 or 10% for Income Tax,Player,"As a Player, when I land on the Income Tax space, I want to be presented with a choice to pay either a flat $200 or 10% of my total net worth, so that I can make the most strategic financial decision.",Must Have,5,US-016;US-047,"Given I land on the Income Tax space, when my move ends, then a modal dialog appears pausing the game and presenting two options: 'Pay $200' and 'Pay 10%'.","Given the Income Tax dialog is displayed, when I view the 10% option, then the correctly calculated cash value is displayed (e.g., 'Pay 10% ($185)').","Given my total net worth is $2500, when I select the '$200' option, then my cash is reduced by $200 and my turn ends.",WI-004: Implement Core Rule Engine Service,"All ACs pass. The dialog with the two choices is presented. The 10% net worth calculation is accurate. The correct amount is deducted based on the player's choice. Bankruptcy flow is triggered if payment cannot be made. Code is reviewed and merged."
US-027,Gameplay Mechanics Implementation,Pay a fixed Luxury Tax amount,Player,"As a Player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space, so that the game correctly follows the official rules.",Must Have,2,US-016;US-047,"Given I land on the Luxury Tax space with sufficient funds, when my move ends, then the fixed tax amount is automatically deducted from my cash and my turn ends.","Given I land on the Luxury Tax space, when the payment is processed, then a clear notification ('Paid Luxury Tax: $100') is displayed and the transaction is logged.","Given I land on the Luxury Tax space with insufficient funds, when the payment is attempted, then the game prompts me to raise funds or I am declared bankrupt.",WI-004: Implement Core Rule Engine Service,"All ACs pass. The correct fixed amount is deducted automatically. A clear notification is shown. The bankruptcy flow is correctly triggered if the tax cannot be paid. Code is reviewed and merged."
US-028,Gameplay Mechanics Implementation,Experience no effect when landing on Free Parking,Player,"As a Player, I want landing on the Free Parking space to have no special effect, so that the game adheres to the official Monopoly rules.",Must Have,1,US-016,"Given I land on the Free Parking space, when my move ends, then my cash balance remains unchanged and no action prompt is displayed.","Given I land on Free Parking without rolling doubles, when the action (or lack thereof) is resolved, then my turn immediately ends.","Given I pass GO on the way to landing on Free Parking, when my move ends, then I correctly receive my $200 salary before my turn concludes.",WI-004: Implement Core Rule Engine Service,"All ACs pass. Landing on Free Parking results in no change to player state. Turn progression (ending the turn or granting an extra turn for doubles) is handled correctly. Interaction with the 'Pass Go' rule is correct. Code is reviewed and merged."
US-029,Presentation Layer (UI/UX & 3D),Manage my properties before rolling the dice,Player,"As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice, so that I can proactively adjust my financial position.",Must Have,5,US-015;US-033;US-038;US-040,"Given it is the start of my turn and I am not in jail, when control is passed to me, then the 'Roll Dice' button is enabled, but the game waits for me to click it.","Given I am in the pre-roll phase, when I view the UI, then all property management options (e.g., 'Manage Properties', 'Propose Trade') are enabled.","Given I am in the pre-roll phase, when I click the 'Roll Dice' button, then the property management options become disabled and the game proceeds to the movement phase.",WI-004: Implement Core Rule Engine Service,"All ACs pass. The game correctly waits for player input before rolling. All management actions are available pre-roll. Management actions are correctly disabled post-roll. Code is reviewed and merged."
US-030,Gameplay Mechanics Implementation,Buy an unowned property I land on,Player,"As a Player, when I land on an unowned property, I want the option to purchase it for its listed price, so that I can acquire assets and build monopolies.",Must Have,5,US-016;US-031,"Given I land on an unowned property I can afford, when my move ends, then a modal dialog appears with the property details and an enabled 'Buy' button.","Given the purchase dialog is open and I click 'Buy', when the transaction completes, then the list price is deducted from my cash, the property is added to my portfolio, and the board is visually updated to show my ownership.","Given I land on an unowned property I cannot afford, when the purchase dialog appears, then the 'Buy' button is disabled.",WI-010: Implement Property Purchase and Auction,"All ACs pass. The purchase dialog appears with correct data. The 'Buy' button state correctly reflects affordability. A successful purchase updates the game state and visuals correctly. Code is reviewed and merged."
US-031,Gameplay Mechanics Implementation,Send an unowned property to auction,Player,"As a Player, when I land on an unowned property, I want the option to decline the purchase and send it to auction, so that I can try to acquire it for a lower price or force opponents to spend cash.",Must Have,2,US-016;US-030;US-032,"Given I land on an unowned property, when the purchase dialog appears, then an 'Auction' button is available.","Given the purchase dialog is displayed, when I click the 'Auction' button, then the dialog closes and the auction process for that property begins immediately.","Given I land on a property I cannot afford, when the purchase dialog appears, then the 'Buy' button is disabled but the 'Auction' button remains enabled.",WI-010: Implement Property Purchase and Auction,"All ACs pass. The 'Auction' button is always available on the purchase prompt. Clicking it successfully triggers the auction sequence for the correct property. Code is reviewed and merged."
US-032,Gameplay Mechanics Implementation,Participate in a property auction,Player,"As a Player, I want to participate in a turn-based auction for an unowned property, placing bids against AI opponents, so that I can strategically acquire properties.",Must Have,5,US-031,"Given an auction is in progress, when it is my turn to bid, then a UI is displayed showing the property, current high bid, and options to 'Place Bid' or 'Withdraw'.","Given I am the highest bidder and all other players have withdrawn, when the auction ends, then the winning bid amount is deducted from my cash and I gain ownership of the property.","Given the current high bid is $200 and I only have $199 cash, when it is my turn to bid, then the 'Place Bid' option is disabled.",WI-010: Implement Property Purchase and Auction,"All ACs pass. The auction UI is clear and functional. The bidding process follows the correct clockwise order. The winner pays the correct amount and receives the property. Bidding is constrained by available cash. Code is reviewed and merged."
US-033,Gameplay Mechanics Implementation,Build houses on a complete color set,Player,"As a Player who owns a complete color set, I want to purchase and build houses on those properties, so that I can increase the rent value.",Must Have,5,US-029;US-034,"Given I own a complete, unmortgaged monopoly and have sufficient cash, when I choose to build a house on a property in that set, then my cash is reduced by the house cost and a house is added to the property.","Given I own only two of the three properties in a color set, when I view my properties, then the option to build houses on them is disabled.","Given I attempt to build a house but the bank has no houses available, when I try to build, then the action is blocked and a notification informs me of the shortage.",WI-011: Implement Building and Development Rules,"All ACs pass. Building is only possible on unmortgaged monopolies. The transaction correctly updates player cash and property state. The system correctly blocks building if prerequisites (monopoly, cash, bank supply) are not met. Code is reviewed and merged."
US-034,Gameplay Mechanics Implementation,Enforce even building rule for property development,Player,"As a Player, I want the game to enforce the 'even building' rule when I develop properties, so that the game is fair and follows official rules.",Must Have,5,US-033,"Given I own a monopoly where Property A has 1 house and Properties B and C have 0 houses, when I attempt to build a second house on Property A, then the action is blocked and the UI explains the rule.","Given I own a monopoly where every property has 1 house, when I attempt to build a second house on any of them, then the action is successful.","Given I own a monopoly where Property A has 3 houses and Property B has 2, when I attempt to sell a house from Property B, then the action is blocked and the UI indicates I must sell from Property A first.",WI-011: Implement Building and Development Rules,"All ACs pass. The even-building rule is strictly enforced for both purchasing and selling houses. UI feedback clearly explains why an action is blocked. The rule is correctly applied to monopolies of different sizes. Code is reviewed and merged."
US-035,Gameplay Mechanics Implementation,Upgrade four houses to a single hotel,Player,"As a Player, I want to upgrade a property with four houses to a single hotel, so that I can charge the maximum possible rent.",Must Have,5,US-034,"Given I own a monopoly where every property has exactly 4 houses and I have sufficient cash, when I choose to build a hotel on one property, then my cash is reduced by the hotel cost, 4 houses are returned to the bank, 1 hotel is removed from the bank, and the property is upgraded.","Given I own a monopoly where one property has 4 houses but another has only 3, when I view the property with 4 houses, then the option to build a hotel is disabled.","Given I am eligible to build a hotel but the bank has no hotels left, when I attempt to build, then the action is blocked and a notification informs me of the shortage.",WI-011: Implement Building and Development Rules,"All ACs pass. A hotel can only be built when all properties in a set have 4 houses. The transaction correctly updates player cash, bank inventory (houses and hotels), and property state. The system correctly checks for bank supply. Code is reviewed and merged."
US-036,Gameplay Mechanics Implementation,Be notified of a building shortage,Player,"As a Player, I want to receive a clear notification if I am unable to build because the bank has run out of houses or hotels, so that I understand the game state.",Should Have,2,US-033,"Given the bank has 0 houses remaining, when I attempt to purchase a house, then the action is prevented and a notification appears stating 'Cannot build: No houses available in the bank'.","Given the bank's supply of houses is 0, when I view my properties in the management interface, then the 'Build House' buttons for all eligible properties are disabled.","Given the house supply was 0 but an opponent sells houses back to the bank, when I view my properties on my next turn, then the 'Build House' buttons are re-enabled.",WI-011: Implement Building and Development Rules,"All ACs pass. The game prevents building when supply is zero and provides a clear notification. The UI dynamically enables/disables build buttons based on bank supply. Code is reviewed and merged."
US-037,Gameplay Mechanics Implementation,Participate in an auction for the last available buildings,Player,"As a strategic player, I want to participate in an auction for the last available houses or hotels when there's a shortage, so that I have a fair chance to acquire these critical assets.",Could Have,13,US-036,"Given the bank has only 1 house left and two players want to build, when a player attempts to build, then a building auction is triggered for that house.","Given a building auction is active, when it is my turn to bid, then an auction UI appears allowing me to 'Bid' or 'Pass'.","Given the game speed is set to 'Fast', when a building auction involving me begins, then the game speed is temporarily set to 'Normal' for the duration of the auction.",WI-011: Implement Building and Development Rules,"All ACs pass. The auction is correctly triggered in a building shortage scenario. The auction UI is functional and allows bidding. The game speed is correctly overridden for the auction's duration. Code is reviewed and merged."
US-038,Gameplay Mechanics Implementation,Mortgage an undeveloped property to get cash,Player,"As a Player, I want to mortgage my undeveloped properties, so that I can receive immediate cash to pay debts or fund purchases.",Must Have,3,US-029,"Given I own an unmortgaged, undeveloped property, when I choose to mortgage it, then my cash increases by the property's mortgage value and its status becomes 'mortgaged'.","Given I own a property with houses on it, when I view it in the management interface, then the option to mortgage it is disabled.","Given an opponent lands on my mortgaged property, when rent would normally be due, then no rent is collected.",WI-012: Implement Mortgaging System,"All ACs pass. Mortgaging provides the correct cash amount and updates property state. Developed properties cannot be mortgaged. Rent is not collected on mortgaged properties. Code is reviewed and merged."
