Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"[Backend] Implement Turn Management Logic in Rule Engine","Implement the logic for managing the turn-based structure as per REQ-1-037 and REQ-1-038. This includes cycling through active players and managing the distinct phases of a turn (Pre-Turn, Pre-Roll, Roll, Movement, Action, Post-Roll).","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.7,"rule-engine,game-flow","Sprint 1","Core Engine & Game State","Monopoly Tycoon","","","US-001-RELATED","TASK-001-002-01","","","C#,State Machines"
"[Testing] Write Unit Tests for Turn Management Logic","Write NUnit tests to validate the turn management logic. Tests should cover advancing turns, skipping bankrupt players, and transitioning between turn phases.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",6,"unit-test,rule-engine","Sprint 1","Core Engine & Game State","Monopoly Tycoon","","","US-001-RELATED","TASK-001-002-02","","","C#,NUnit"
"EPIC-002: Gameplay Mechanics Implementation","Implement all core gameplay features, rules, and player actions as defined in the user stories. This includes movement, property transactions, card effects, jail, and bankruptcy.","Epic","Backlog","Critical","","pm@project.com","",349.3,"gameplay,rules","","","Monopoly Tycoon","","","","","","",""
"US-008: Start a new game from the main menu","As a player, I want to select a 'New Game' option from the main menu so that I can proceed to the game setup screen and configure a new match.","Story","Backlog","Must Have","frontend-lead@project.com","pm@project.com","",14.5,"ui,main-menu,navigation","Sprint 1","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","","","","Unity UI,C#"
"[Frontend] Create Main Menu Scene and UI Prefabs","Create the main Unity scene for the main menu. Implement the basic UI layout with placeholder buttons for 'New Game', 'Load Game', 'Settings', and 'Quit'. This task sets up the visual foundation.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6,"ui,main-menu","Sprint 1","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-008","","","","Unity UI"
"[Backend] Implement Scene Management Service","Create a simple, globally accessible `SceneManagementService.cs` to handle loading and transitioning between different Unity scenes (e.g., from `MainMenu` to `GameSetup`). This service will manage loading screens and asynchronous scene loading.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",4.2,"architecture,scene-management","Sprint 1","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-008","","","","C#,Unity"
"[Frontend] Implement Main Menu UI Controller","Create `MainMenuController.cs` to handle the logic for the main menu buttons. The `OnNewGameClicked` method will call the `SceneManagementService` to transition to the `GameSetup` scene.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",4,"ui,main-menu,controller","Sprint 1","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-008","TASK-002-008-01,TASK-002-008-02","","","Unity UI,C#"
"[Accessibility] Ensure Keyboard Navigation for Main Menu","Configure the Unity Event System and the main menu buttons to allow for full keyboard navigation. This includes setting up an explicit navigation order and ensuring buttons have a visible 'selected' or 'focused' state.","Task","Backlog","Medium","frontend-dev@project.com","pm@project.com","",0.3,"accessibility,ui,main-menu","Sprint 1","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-008","TASK-002-008-01","","","Unity UI"
"US-015: Roll two six-sided dice to start my move","As a player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine the number of spaces my token will move and proceed with my turn.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",32,"gameplay,movement,rng","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-029","","","C#,Cryptography,Unity"
"[Backend] Implement Cryptographically Secure Dice Rolling Service","Create a `DiceService.cs` class that generates two random integers between 1 and 6. This service must use `System.Security.Cryptography.RandomNumberGenerator` as per REQ-1-042 to ensure fairness. The service should return a result object containing the value of each die and a boolean flag for `isDoubles`.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6.2,"gameplay,rng","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-015","","","","C#,Cryptography"
"[Backend] Implement Doubles and Jail Logic in Rule Engine","Extend the `RuleEngine` to handle the logic for doubles as per REQ-1-043. This includes tracking consecutive doubles, granting an extra turn, and sending the player to jail on the third consecutive double. This task is for the backend logic only.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"rule-engine,game-flow","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-015","TASK-001-002-02,TASK-002-015-01","","","C#"
"[Testing] Write Unit Tests for Doubles and Jail Logic","Create NUnit tests for the doubles-handling logic in the Rule Engine. This must cover the extra turn, turn ending, and go-to-jail-on-third-double scenarios.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",6,"unit-test,rule-engine","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-015","TASK-002-015-02","","","C#,NUnit"
"[Frontend] Create Dice Roll UI and Controller","Implement the 'Roll Dice' button in the main game HUD. Create a `DiceController.cs` MonoBehaviour to manage the button's state (enabled/disabled) based on game events and to trigger the dice roll service when clicked.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",5.3,"ui,gameplay","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-015","TASK-002-015-01","","","Unity UI,C#"
"[Frontend] Implement 3D Dice Roll Animation","Create the visual component of the dice roll. This involves creating or integrating 3D dice models and implementing a satisfying animation (either physics-based or pre-canned) that displays the result of the roll from the `DiceService`.","Task","Backlog","High","vfx-artist@project.com","pm@project.com","",6.2,"vfx,animation,3d","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-015","TASK-002-015-04","","","Unity,Animation,3D"
"US-016: Watch my token automatically move around the board","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice, so that I can visually track my progress around the board and have an immersive, intuitive gameplay experience.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",32.7,"gameplay,movement,animation,vfx","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-015,US-055","","","Unity,C#"
"[Backend] Develop Board Pathing and Coordinate System","Define the data structure that maps each of the 40 board space indices to their 3D world coordinates in the Unity scene. Create a `BoardPathingService` that can take a start index, an end index, and generate a list of waypoint coordinates for the token to follow.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6,"gameplay,movement","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","Depends on TASK-004-022-01 (3D board asset)","US-016","TASK-004-022-01","","","C#,Unity"
"[Frontend] Implement Token Movement Animation Controller","Create a `TokenMovementController.cs` MonoBehaviour that takes a path of waypoints from the `BoardPathingService` and animates the token's `Transform` along that path. The movement should be space-by-space with a slight pause on each space.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.7,"animation,movement","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-016","TASK-002-016-01","","","Unity,C#,Animation"
"[Frontend] Implement Smooth Camera Follow Script","Create a `CameraFollow.cs` script that makes the main camera smoothly follow the active player's token during its movement animation. The camera should maintain the isometric perspective and keep the token centered in the view.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6.3,"camera,ux","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-016","TASK-002-016-02","","","Unity,C#,Vector Math"
"[Backend] Implement 'Pass Go' Salary Logic in Rule Engine","Extend the Rule Engine with logic to detect when a player's move crosses the 'Go' space. When this occurs, the engine must credit the player with $200. This is the backend rule implementation.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",4.2,"rule-engine,economy","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-016","TASK-001-002-01,TASK-001-002-10","","","C#"
"[Testing] Write Unit Tests for Board Pathing and Pass Go Logic","Create NUnit tests for the `BoardPathingService` and the `RuleEngine`'s 'Pass Go' detection logic. These tests do not require the Unity engine.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",4.2,"unit-test,movement","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-016","TASK-002-016-01,TASK-002-016-04","","","C#,NUnit"
"[Integration] Orchestrate Full Movement Sequence","Integrate all components: After a dice roll, the `TurnController` should call the `RuleEngine` to get the new position, trigger the `BoardPathingService` and `TokenMovementController` to animate the move, and wait for the animation to complete before updating the final `PlayerState` and proceeding to the Action phase.","Task","Backlog","High","gameplay-lead@project.com","pm@project.com","",7.2,"integration,game-flow,movement","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-016","TASK-002-016-02,TASK-002-016-03,TASK-002-016-04","","","Unity,C#"
"US-019: Collect $200 salary when passing or landing on GO","As a Player, I want my cash balance to be automatically credited with a $200 salary so that the game correctly follows the official rules and I receive the funds I am entitled to for completing a lap of the board.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",4.2,"gameplay,economy","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-016,US-049","","","C#,Unity"
"[Backend] Verify 'Pass Go' Salary Logic in Rule Engine","This task confirms the backend logic implemented in TASK-002-016-04 is complete and correct. The logic detects when a move crosses space 0 and triggers a transaction to pay the player $200.","Task","Backlog","High","backend-lead@project.com","pm@project.com","",0,"rule-engine,economy","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","Verification task for logic implemented as part of US-016.","US-019","TASK-002-016-04","","","C#"
"[Frontend] Implement Visual and Audio Feedback for Salary","Create a visual effect (e.g., a '+ $200' text animation near the player's HUD) and an audio cue (e.g., a 'cha-ching' sound) that triggers whenever the 'Pass Go' event occurs for the human player.","Task","Backlog","Medium","vfx-artist@project.com","pm@project.com","",4,"vfx,sfx,ui","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-019","TASK-002-049-03","","","Unity UI,Unity VFX"
"[Integration] Ensure Salary Payment is Reflected in HUD","Verify that when the Rule Engine applies the $200 salary, the change to the `PlayerState.cash` correctly triggers the event that the HUD is listening for, resulting in an immediate visual update of the player's cash total.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",0.2,"integration,ui,hud","Sprint 2","Gameplay Mechanics Implementation","Monopoly Tycoon","","Verification task, logic covered by HUD implementation.","US-019","TASK-002-019-01,TASK-002-049-03","","","Unity,C#"
"US-049: View at-a-glance information for all players in the HUD","As a player, I want a persistent on-screen display showing the name, token, and current cash for every player, so that I can instantly assess the financial standing of my opponents and myself to make better strategic decisions throughout the game.","Story","Backlog","Must Have","frontend-lead@project.com","pm@project.com","",14.3,"ui,hud,core-ux","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","TASK-002-049-01: Create Player Panel Prefab (4h, UI), TASK-002-049-02: Implement HUD Manager (6h, Frontend), TASK-002-049-03: Implement Event-Driven Updates (4.3h, Integration)","EPIC-002","US-009,US-011,US-014","","","Unity,C#"
"US-050: See clear visual indicators of property ownership on the board","As a player, I want clear, player-specific visual indicators on each property space on the board so that I can instantly understand who owns what, identify monopolies, and make faster strategic decisions.","Story","Backlog","Must Have","frontend-lead@project.com","pm@project.com","",26,"ui,3d,core-ux,vfx","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","TASK-002-050-01: Create Ownership Marker Prefab (6h, 3D), TASK-002-050-02: Implement Board Visuals Controller (10h, Frontend), TASK-002-050-03: Integrate with Game Events (10h, Integration)","EPIC-002","US-030,US-038,US-040,US-047","","","Unity,3D,C#"
"[Backend] Implement Rent Calculation Logic","Develop the method in the Rule Engine to calculate the correct rent for any given property. This must account for monopoly status (doubled rent), development level (houses/hotels), property type (Railroads, Utilities), and mortgage status.","Task","Backlog","Critical","backend-lead@project.com","pm@project.com","",12,"rule-engine,economy","Sprint 3","Core Engine & Game State","Monopoly Tycoon","","","US-001-RELATED","TASK-001-001-02,TASK-001-002-01","","","C#,Algorithm Design"
"[Testing] Write Unit Tests for Rent Calculation","Write a comprehensive suite of NUnit tests to validate the rent calculation logic for every property type under all possible conditions.","Task","Backlog","Critical","qa-engineer@project.com","pm@project.com","",10.3,"unit-test,rule-engine","Sprint 3","Core Engine & Game State","Monopoly Tycoon","","","US-001-RELATED","TASK-001-002-04","","","C#,NUnit"
"US-030: Choose to buy an unowned property I land on","As a human player, I want to be presented with a clear, informative prompt when I land on an unowned property, giving me the option to purchase it for its listed price, so that I can strategically acquire assets, build monopolies, and progress towards winning the game.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",26.2,"gameplay,economy,property-management","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-016,US-050","","","Unity,C#"
"[Backend] Implement Property Purchase Logic in Rule Engine","Create the `ExecutePurchaseProperty` method in the `RuleEngine`. This logic should validate that the property is unowned and the player can afford it. If valid, it will deduct the cash from the player and transfer ownership.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6,"rule-engine,property-management","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-030","TASK-001-002-01","","","C#"
"[Testing] Write Unit Tests for Property Purchase Logic","Create NUnit tests for the `ExecutePurchaseProperty` method, covering success, insufficient funds, and attempting to buy an already owned property.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",4.2,"unit-test,rule-engine","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-030","TASK-002-030-01","","","C#,NUnit"
"[Frontend] Create Property Purchase UI Dialog","Implement the modal UI (`PurchaseUI.prefab`) that appears when a player lands on an unowned property. It must display the property card details and have buttons for 'Buy' and 'Auction'.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8,"ui,modal,property-management","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-030","","","","Unity UI,C#"
"[Integration] Orchestrate Property Purchase Flow","In the `TurnController`, after a player lands on an unowned property, trigger the `PurchaseUI`. The UI controller must check affordability and set the 'Buy' button state. Clicking 'Buy' should call the `RuleEngine` to execute the purchase, and on success, update the board visuals and close the dialog.","Task","Backlog","High","gameplay-lead@project.com","pm@project.com","",8.3,"integration,game-flow,property-management","Sprint 3","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-030","TASK-002-030-01,TASK-002-030-03,TASK-002-050-01","","","Unity,C#"
"US-018: Be sent to jail for rolling three consecutive doubles","As a player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the game correctly enforces the official rules and maintains the strategic balance of risk and reward associated with rolling doubles.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",14.3,"gameplay,jail,rules","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-017,US-020","","","Unity,C#,Animation"
"[Backend] Verify Doubles and Jail Logic in Rule Engine","This task re-verifies and finalizes the backend logic implemented in TASK-002-015-02. The core logic handles tracking consecutive doubles and setting the player state to 'GoToJail' on the third double. This task ensures it's complete for this story.","Task","Backlog","High","backend-lead@project.com","pm@project.com","",0,"rule-engine,game-flow","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","Verification task.","US-018","TASK-002-015-02","","","C#"
"[Frontend] Implement Special 'Go to Jail' Token Animation","Create a specific animation for the token when a player is sent to jail. Instead of moving space-by-space, the token should move directly from its current position to the 'In Jail' area of the board, perhaps with a unique visual effect or sound.","Task","Backlog","High","vfx-artist@project.com","pm@project.com","",6,"animation,movement,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-018","TASK-002-016-02","","","Unity,C#,Animation"
"[Integration] Orchestrate the Three-Doubles-to-Jail Sequence","In the `TurnController`, integrate the logic and visuals. When the `RuleEngine` indicates a 'go to jail' state from a third double, the controller must bypass normal movement, call the special 'Go to Jail' animation, wait for it to complete, and then end the player's turn.","Task","Backlog","High","gameplay-lead@project.com","pm@project.com","",6.3,"integration,game-flow,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-018","TASK-002-015-02,TASK-002-018-02","","","Unity,C#"
"[Testing] Create Integration Test for Three-Doubles Rule","Create an integration test in the Unity Test Framework that uses a mocked `DiceService` to force three consecutive doubles. The test will verify that the `TurnController` correctly calls the Rule Engine, updates the player state to 'InJail', and ends the turn.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",2,"integration-test,game-flow","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-018","TASK-002-018-03","","","C#,NUnit,Unity Test Framework"
"US-020: Get out of jail by paying the $50 fine","As a player who is in jail, I want to be presented with the option to pay a $50 fine at the beginning of my turn, so that I can immediately get out of jail and continue my turn normally, allowing me to maintain momentum in the game.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",20.3,"gameplay,jail,rules","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-018,US-049","","","Unity,C#"
"[Backend] Implement 'Pay Fine' Logic in Rule Engine","Create a method in the `RuleEngine` to handle the 'Pay Fine to Leave Jail' action. This method should validate if the player can afford the $50 fine, and if so, deduct the cash and update the player's status from `InJail` to `Active`.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",4.2,"rule-engine,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-020","TASK-001-002-01,TASK-001-002-10","","","C#"
"[Testing] Write Unit Tests for 'Pay Fine' Logic","Create NUnit tests for the `ExecutePayJailFine` method. Test cases must include a player with sufficient funds, insufficient funds, and the exact amount of funds.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",4,"unit-test,rule-engine,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-020","TASK-002-020-01","","","C#,NUnit"
"[Frontend] Create 'Jail Options' UI Dialog","Design and implement the modal UI dialog that appears when a jailed player's turn begins. This task is to create the container and the 'Pay $50 Fine' button. Other options (Roll, Use Card) will be added in their respective stories.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8,"ui,modal,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-020","","","","Unity UI,C#"
"[Integration] Connect 'Pay Fine' Button to Rule Engine","Wire the `onClick` event of the 'Pay $50 Fine' button to the `TurnController`, which will then call the `RuleEngine`'s `ExecutePayJailFine` method. The controller must also dynamically enable/disable the button based on the player's cash.","Task","Backlog","High","frontend-lead@project.com","pm@project.com","",4,"integration,ui,jail","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-020","TASK-002-020-01,TASK-002-020-03","","","Unity,C#"
"US-029: Manage my properties before rolling the dice","As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice, so that I can proactively adjust my financial position and property development to prepare for the opportunities and risks of my upcoming move.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",14.7,"gameplay,core-loop,ux","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-015,US-033,US-038,US-040,US-052","","","Unity,C#,State Machines"
"[Backend] Finalize Turn Phase State Machine in Rule Engine","Ensure the Turn Management logic from TASK-001-002-02 fully implements the distinct phases, especially the `PreRollManagement` phase. The engine must have a state that waits for an external trigger (the player clicking 'Roll Dice') before transitioning to the `Roll` phase.","Task","Backlog","High","backend-lead@project.com","pm@project.com","",6,"rule-engine,game-flow","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-029","TASK-001-002-02","","","C#,State Machines"
"[Integration] Control UI Button States from TurnController","The `TurnController` will listen to state changes from the `RuleEngine`. It must enable/disable UI buttons like 'Roll Dice', 'Manage Properties', and 'Propose Trade' based on the current turn phase. Buttons should be enabled during `PreRollManagement` and disabled otherwise.","Task","Backlog","High","gameplay-lead@project.com","pm@project.com","",8.3,"integration,game-flow,ui-controller","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-029","TASK-002-029-01,TASK-002-015-04,TASK-002-052-01,TASK-002-053-01","","","Unity,C#"
"[Testing] Write Integration Test for Turn Phase UI States","Create an integration test to verify that UI buttons are correctly enabled and disabled throughout a full turn cycle, including a doubles roll.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",0.3,"integration-test,game-flow","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-029","TASK-002-029-02","","","C#,Unity Test Framework"
"US-038: Mortgage an undeveloped property to get cash","As a player managing my finances, I want to mortgage my undeveloped properties to the Bank, so that I can receive immediate cash to pay debts, fund purchases, or avoid bankruptcy.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",12,"gameplay,economy,property-management","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","TASK-002-038-01: Implement Mortgage Logic (4h, Backend), TASK-002-038-02: Unit Tests for Mortgage (3h, Testing), TASK-002-038-03: Integrate with Prop Mgmt UI (5h, Integration)","EPIC-002","US-052,US-044","","","Unity,C#"
"US-039: Unmortgage a property by paying the principal plus 10% interest","As a Human Player managing my assets, I want to pay the bank to unmortgage one of my properties so that I can start collecting rent on it again and enable future development.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",12.2,"gameplay,economy,property-management","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","TASK-002-039-01: Implement Unmortgage Logic (4.2h, Backend), TASK-002-039-02: Unit Tests for Unmortgage (3h, Testing), TASK-002-039-03: Integrate with Prop Mgmt UI (5h, Integration)","EPIC-002","US-038,US-052,US-044","","","Unity,C#"
"US-052: Access a dedicated property management screen","As a human player managing my in-game assets, I want to access a dedicated property management screen so that I can efficiently view the status of all my properties and take strategic actions like building or mortgaging from a single, consolidated interface.","Story","Backlog","Must Have","frontend-lead@project.com","pm@project.com","",18,"ui,ux,property-management","Sprint 4","Gameplay Mechanics Implementation","Monopoly Tycoon","","TASK-002-052-01: Implement Property Mgmt UI Prefab (8h, UI), TASK-002-052-02: Implement Property Mgmt Controller (6h, Frontend), TASK-002-052-03: Integrate with Game State (4h, Integration)","EPIC-002","US-029,US-033,US-034,US-038","","","Unity,C#"
"US-021: Get out of jail by using a 'Get Out of Jail Free' card","As a player who is in jail and owns a 'Get Out of Jail Free' card, I want to be presented with the option to use it at the start of my turn, so that I can get out of jail immediately without spending money or relying on a lucky dice roll.","Story","Backlog","Must Have","gameplay-lead@project.com","pm@project.com","",20.2,"gameplay,jail,card-logic","Sprint 5","Gameplay Mechanics Implementation","Monopoly Tycoon","","","EPIC-002","US-018,US-024,US-025,US-020","","","Unity,C#"
"[Backend] Implement 'Use Card' Logic in Rule Engine","Create a method in the `RuleEngine` to handle the 'Use Get Out of Jail Free Card' action. This method validates if the player has a card, decrements their card count, updates their status to `Active`, and returns the used card to the bottom of the correct deck.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6.3,"rule-engine,jail,card-logic","Sprint 5","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-021","TASK-002-020-01,TASK-002-024-01","","","C#"
"[Testing] Write Unit Tests for 'Use Card' Logic","Create NUnit tests for the `ExecuteUseGooJCard` method. Test cases should include a player with a card, without a card, and ensure the card is returned to the correct deck.","Task","Backlog","High","qa-engineer@project.com","pm@project.com","",6,"unit-test,rule-engine,jail","Sprint 5","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-021","TASK-002-021-01","","","C#,NUnit"
"[Frontend] Add 'Use Card' Button to Jail Options UI","Add a new button to the `JailOptionsUI.prefab` for the 'Use Get Out of Jail Free Card' option. This button should be visually distinct from the 'Pay Fine' button.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",2,"ui,jail","Sprint 5","Gameplay Mechanics Implementation","Monopoly Tycoon","","","US-021","TASK-002-020-03","","","Unity UI"
