Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Define GameState and PlayerState Data Models","Create the core C# classes for `GameState` and `PlayerState` to hold all runtime data, as defined in REQ-1-031 and REQ-1-041. Ensure they are serializable.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",16,"data-model,core-system,backend","Sprint 2: Game Setup & UI Foundation","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","GameState.cs, PlayerState.cs","This is a foundational data structure for the entire game.","","","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Main Menu and Navigation","Create the main menu scene and UI, including a functional 'New Game' button that transitions to the Game Setup screen.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",8,"ui,main-menu,navigation","Sprint 2: Game Setup & UI Foundation","Presentation & User Interface (UI)","Monopoly Tycoon","MainMenu.unity","","US-008","","2024-01-01 09:00","2024-01-01 09:00","Unity UI"
"Implement Game Setup Screen UI and Logic","Develop the Game Setup screen UI for configuring AI opponents, setting difficulties, entering a player name, and selecting a token.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",40,"ui,game-setup,configuration","Sprint 2: Game Setup & UI Foundation","Presentation & User Interface (UI)","Monopoly Tycoon","GameSetup.unity","Covers US-009, US-010, US-011, US-012, US-014.","US-009","US-008","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Player Profile Database Persistence","Set up the SQLite database and create a repository for creating and retrieving player profiles based on the name entered in the Game Setup screen.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",16,"database,sqlite,persistence","Sprint 2: Game Setup & UI Foundation","Data Persistence & Management","Monopoly Tycoon","PlayerProfileRepository.cs","Depends on the GameState/PlayerState data models.","US-011","WI-201-001","2024-01-01 09:00","2024-01-01 09:00","C#,SQLite,.NET"
"Implement 3D Game Board and Camera System","Create the main gameplay scene. Import and set up the 3D game board model. Implement a flexible isometric camera system that can frame the board and follow tokens.","Task","Backlog","Critical","frontend-dev@project.com","pm@project.com","",24,"3d,rendering,camera,core-system","Sprint 2: Game Setup & UI Foundation","Presentation & User Interface (UI)","Monopoly Tycoon","GameBoard.unity","","US-004","","2024-01-01 09:00","2024-01-01 09:00","Unity,3D"
"Implement In-Game HUD Shell","Create the main in-game HUD canvas and player panel prefabs. The HUD should dynamically create panels based on player count. Initial data binding for name, token, and cash.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",12,"ui,hud,gameplay","Sprint 2: Game Setup & UI Foundation","Presentation & User Interface (UI)","Monopoly Tycoon","InGameHUD.prefab","","US-049","US-009,US-011,US-014","2024-01-01 09:00","2024-01-01 09:00","Unity UI"
"Develop Turn Management State Machine","Implement the core state machine that manages the phases of a player's turn (Pre-Roll, Roll, Movement, Action, Post-Roll) and cycles through players.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",20,"state-machine,core-logic,game-flow","Sprint 3: Core Movement Loop","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","TurnManager.cs","","US-029","WI-201-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Dice Rolling and Doubles Logic","Create the dice rolling service using a secure RNG. Implement the logic for detecting doubles, tracking consecutive doubles, and granting extra turns.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",28,"dice,rng,core-logic","Sprint 3: Core Movement Loop","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","DiceService.cs","Covers US-015, US-017, US-018","US-015","WI-202-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Token Movement Animations","Develop the system for animating player tokens sequentially around the board. This includes pathfinding on the board spaces and a smooth camera follow. Must respect game speed settings.","Task","Backlog","Critical","frontend-dev@project.com","pm@project.com","",20,"animation,3d,visuals","Sprint 3: Core Movement Loop","Presentation & User Interface (UI)","Monopoly Tycoon","TokenController.cs","","US-016","WI-202-002,WI-501-001","2024-01-01 09:00","2024-01-01 09:00","Unity,C#,Animation"
"Implement Basic Board Space Actions","Implement the logic for landing on GO (collect salary), Free Parking (no action), and Jail (Just Visiting).","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",8,"core-logic,game-rules","Sprint 3: Core Movement Loop","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","RuleEngine_SpaceActions.cs","Covers US-019, US-028.","US-019","WI-501-002","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Unit Tests for Core Turn & Dice Logic","Write comprehensive NUnit tests for the TurnManager state machine and the DiceService, including all edge cases for doubles and the 'get out of jail' exception.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",16,"unit-test,qa,core-logic","Sprint 3: Core Movement Loop","Quality Assurance & Testing","Monopoly Tycoon","TurnManagerTests.cs, DiceServiceTests.cs","","","WI-202-001,WI-202-002","2024-01-01 09:00","2024-01-01 09:00","C#,NUnit"
"Implement Tax Space Logic","Implement the logic for Luxury Tax (fixed payment) and Income Tax (choice of fixed vs. 10% net worth), including the net worth calculation and UI prompt.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",28,"core-logic,game-rules,economy","Sprint 4: Core Actions & Economy Foundation","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","NetWorthCalculator.cs","Covers US-027, US-026","US-026","WI-202-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Board Ownership Indicators","Develop the system to display player-specific markers on owned properties on the 3D board. This includes visual states for 'owned' and 'mortgaged'.","Task","Backlog","Critical","frontend-dev@project.com","pm@project.com","",24,"3d,visuals,ui,game-board","Sprint 4: Core Actions & Economy Foundation","Presentation & User Interface (UI)","Monopoly Tycoon","OwnershipMarkerController.cs","","US-050","WI-501-001","2024-01-01 09:00","2024-01-01 09:00","Unity,C#"
"Implement Property Purchase and Auction Logic","Develop the backend logic and UI flow for purchasing properties, declining to purchase, and conducting a full multi-player auction for the property.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",53,"core-logic,economy,auction","Sprint 4: Core Actions & Economy Foundation","Property & Economic System","Monopoly Tycoon","AuctionService.cs, PropertyService.cs","Covers US-030, US-031, US-032","US-030","WI-202-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,Unity UI"
"Implement Rent Collection and Payment Logic","Create the rule engine component for calculating rent for all property types (standard, monopoly, developed, railroads, utilities) and processing the transaction between players.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",40,"core-logic,economy,game-rules","Sprint 5: Rent, Jail & Cards","Property & Economic System","Monopoly Tycoon","RentService.cs","Covers US-044, US-045","US-044","WI-301-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Card Deck Management and Logic","Develop the system for managing the Chance and Community Chest decks (shuffling, drawing, returning cards). Implement the logic for all 32 card actions.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",40,"core-logic,game-rules,data-driven","Sprint 5: Rent, Jail & Cards","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","CardDeckService.cs","Covers US-024, US-025","US-024","WI-201-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,JSON"
"Implement Full Jail Logic","Implement the complete gameplay loop for being in jail, including the UI for choosing to pay, use a card, or roll for doubles, and the logic for the 3-turn limit.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",44,"core-logic,game-rules,state-machine","Sprint 5: Rent, Jail & Cards","Core Gameplay Engine & Rule Implementation","Monopoly Tycoon","JailService.cs","Covers US-020, US-021, US-022, US-023","US-020","WI-202-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,Unity UI"
"Implement Property Management Screen","Develop the dedicated UI screen for property management, allowing players to view all their properties grouped by color set. This is the container for build/mortgage actions.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",32,"ui,ux,gameplay","Sprint 6: Property Management","Presentation & User Interface (UI)","Monopoly Tycoon","PropertyManagementScreen.prefab","","US-052","WI-202-001","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Mortgaging and Unmortgaging","Implement the logic and UI integration for mortgaging and unmortgaging properties, including cost calculations, player cash updates, and property state changes.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",24,"core-logic,economy,game-rules","Sprint 6: Property Management","Property & Economic System","Monopoly Tycoon","MortgageService.cs","Covers US-038, US-039","US-038","WI-502-003A","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,Unity UI"
"Implement House Building Logic","Implement the core logic for purchasing and placing houses on properties, validating monopoly ownership, cash, and bank supply.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",20,"core-logic,economy,game-rules","Sprint 6: Property Management","Property & Economic System","Monopoly Tycoon","BuildingService_House.cs","","US-033","WI-502-003A","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Responsive UI Polish","Review and refactor all existing UI (HUD, Modals, Menus) to ensure they are fully compliant with the responsive layout requirements for all target aspect ratios.","Task","Backlog","High","ui-dev@project.com","pm@project.com","",12,"ui,ux,polish,responsive","Sprint 6: Property Management","Presentation & User Interface (UI)","Monopoly Tycoon","","This task formalizes the work for US-004.","US-004","WI-502-002,WI-502-001","2024-01-01 09:00","2024-01-01 09:00","Unity UI"
"Implement Even Building and Hotel Logic","Implement the complex 'even building' rule for both buying and selling houses. Implement the logic for upgrading 4 houses to a hotel.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",40,"core-logic,game-rules,economy,complexity-high","Sprint 7: Advanced Development & Trading","Property & Economic System","Monopoly Tycoon","BuildingService_Rules.cs","Covers US-034, US-035","US-034","WI-302-001A","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Trading Interface UI","Develop the two-panel trading UI. This includes displaying player inventories, adding/removing items from the offer, and real-time validation.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",32,"ui,ux,gameplay,trading","Sprint 7: Advanced Development & Trading","Presentation & User Interface (UI)","Monopoly Tycoon","TradeScreen.prefab","","US-053","WI-502-003A","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Player-Initiated Trade Logic","Wire up the Trading UI to the backend, allowing a human player to construct and propose a valid trade offer to an AI opponent.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",20,"core-logic,trading,ai-interface","Sprint 7: Advanced Development & Trading","Property & Economic System","Monopoly Tycoon","TradeService.cs","","US-040","WI-502-003B","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Unit Tests for Advanced Building Rules","Write comprehensive unit tests for the 'even building' rule logic, covering all edge cases for 2- and 3-property monopolies, for both building and selling.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",12,"unit-test,qa,core-logic","Sprint 7: Advanced Development & Trading","Quality Assurance & Testing","Monopoly Tycoon","BuildingRuleTests.cs","","","WI-302-001B","2024-01-01 09:00","2024-01-01 09:00","C#,NUnit"
"Implement AI Behavior Tree Framework","Set up the core Behavior Tree architecture. Implement the basic nodes (Sequences, Selectors, Conditions, Actions) that will be used to build the AI's logic.","Task","Backlog","Critical","ai-dev@project.com","pm@project.com","",24,"ai,architecture,behavior-tree","Sprint 8: AI & Trade Response","Player & AI System","Monopoly Tycoon","BehaviorTree.cs","This is a foundational task for all AI work.","","","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement AI Config Loading","Create the system to load AI behavior parameters from an external JSON file at runtime based on the selected difficulty level.","Task","Backlog","Critical","ai-dev@project.com","pm@project.com","",8,"ai,data-driven,json","Sprint 8: AI & Trade Response","Player & AI System","Monopoly Tycoon","AIConfigLoader.cs","","","WI-401-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,JSON"
"Implement AI Trade Evaluation Logic","Develop the Behavior Tree nodes and underlying logic for AI to evaluate a trade offer. Initial version should use basic heuristics based on property value and monopoly completion.","Task","Backlog","Critical","ai-dev@project.com","pm@project.com","",20,"ai,decision-logic,trading","Sprint 8: AI & Trade Response","Player & AI System","Monopoly Tycoon","TradeEvaluationNode.cs","","","WI-401-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement AI Trade Response UI Flow","Integrate the AI's trade evaluation with the UI. When an AI proposes a trade, the modal dialog appears and the player's response (Accept/Decline) is processed.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",20,"ui,trading,ai-interface","Sprint 8: AI & Trade Response","Property & Economic System","Monopoly Tycoon","","","US-041","WI-502-003B,WI-401-003A","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Counter-Offer Flow","Enhance the trade response dialog to include the 'Propose Counter-Offer' button, which transitions to the main trading UI pre-populated with the AI's offer for modification.","Task","Backlog","High","ui-dev@project.com","pm@project.com","",20,"ui,ux,trading","Sprint 8: AI & Trade Response","Property & Economic System","Monopoly Tycoon","","","US-042","WI-301-005","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Integration Tests for Trading System","Create a suite of integration tests that cover the full trading lifecycle: player-initiated, AI-initiated, counter-offers, and AI-to-AI trades.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",12,"integration-test,qa,trading","Sprint 8: AI & Trade Response","Quality Assurance & Testing","Monopoly Tycoon","TradingSystemTests.cs","","","WI-301-006","2024-01-01 09:00","2024-01-01 09:00","Unity Test Framework,C#"
"Implement Bankruptcy Detection and Asset Transfer","Develop the logic to determine if a player is bankrupt. Implement the asset transfer process to another player or the bank, and subsequent property auctions.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",32,"core-logic,economy,game-flow,complexity-high","Sprint 9: Game End & Persistence","Property & Economic System","Monopoly Tycoon","BankruptcyService.cs","Covers parts of US-046, US-047, US-048","US-047","WI-301-002","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement Game Save (Serialization)","Develop the system to serialize the entire `GameState` object to a versioned JSON file, including calculating and storing a checksum for data integrity.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",20,"persistence,serialization,json","Sprint 9: Game End & Persistence","Data Persistence & Management","Monopoly Tycoon","SaveGameRepository.cs","","US-061","WI-201-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,System.Text.Json"
"Implement Game Load (Deserialization) & Validation","Develop the system to load a game from a JSON file. This includes deserializing the `GameState`, validating the checksum, and checking for version compatibility.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",40,"persistence,serialization,json,validation","Sprint 9: Game End & Persistence","Data Persistence & Management","Monopoly Tycoon","LoadGameRepository.cs","Covers US-062, US-063","US-062","WI-601-001","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,System.Text.Json"
"Integration Tests for Save/Load System","Create comprehensive integration tests for the save/load system, testing complex game states and verifying that a loaded state is identical to the saved state.","Task","Backlog","Critical","qa-dev@project.com","pm@project.com","",12,"integration-test,qa,persistence","Sprint 9: Game End & Persistence","Quality Assurance & Testing","Monopoly Tycoon","SaveLoadTests.cs","","","WI-601-002","2024-01-01 09:00","2024-01-01 09:00","Unity Test Framework,C#"
"Implement Win/Lose/Summary Screens","Develop the UI screens for Victory, Game Over, and the detailed Game Summary. This includes the high-speed AI simulation after a player loss.","Task","Backlog","Critical","ui-dev@project.com","pm@project.com","",40,"ui,ux,game-flow","Sprint 9: Game End & Persistence","Presentation & User Interface (UI)","Monopoly Tycoon","GameOverScreen.prefab","Covers US-046, US-047, US-048","US-046","WI-303-001","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Statistics Repository and UI","Develop the data repository for reading/writing historical statistics and high scores to the SQLite database. Create the UI screens for displaying this data.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",32,"database,sqlite,persistence,ui","Sprint 10: Player Progression & Polish","Data Persistence & Management","Monopoly Tycoon","StatisticsRepository.cs, StatisticsScreen.prefab","Covers US-013, US-064, US-065","US-013","WI-602-001","2024-01-01 09:00","2024-01-01 09:00","C#,SQLite,Unity UI"
"Implement Save File Migration Logic","Develop the `DataMigrationManager` responsible for detecting older version save files and attempting to upgrade them to the current format atomically.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",16,"persistence,data-migration,backend","Sprint 10: Player Progression & Polish","Data Persistence & Management","Monopoly Tycoon","DataMigrationManager.cs","This is a high-risk technical task.","","WI-601-002","2024-01-01 09:00","2024-01-01 09:00","C#,.NET"
"Implement In-Game Settings Logic","Implement the functionality for the in-game settings menu, including Volume Controls and Game Speed adjustments.","Task","Backlog","High","ui-dev@project.com","pm@project.com","",32,"ui,settings,audio,gameplay","Sprint 10: Player Progression & Polish","Presentation & User Interface (UI)","Monopoly Tycoon","SettingsController.cs","Covers US-054, US-055, US-056","US-054","WI-502-004A","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Data Reset Features","Implement the logic and UI in the settings menu to allow users to reset their historical statistics or delete all saved games, with confirmation dialogs.","Task","Backlog","Medium","ui-dev@project.com","pm@project.com","",12,"ui,settings,data-management","Sprint 10: Player Progression & Polish","Data Persistence & Management","Monopoly Tycoon","","Covers US-057, US-058","US-057","WI-502-004B","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#,File I/O"
"Implement Rulebook and Tutorial","Develop the interactive tutorial system and the searchable digital rulebook, loading content from external JSON files.","Task","Backlog","High","ui-dev@project.com","pm@project.com","",52,"ui,ux,onboarding,tutorial","Sprint 11: Final Features","Presentation & User Interface (UI)","Monopoly Tycoon","TutorialManager.cs, Rulebook.prefab","Covers US-059, US-060","US-059","US-008,US-054","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#,JSON"
"Implement Building Shortage Notification","Implement the UI notification and backend logic to block building when the bank's supply of houses or hotels is exhausted.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8,"core-logic,economy,ui","Sprint 11: Final Features","Property & Economic System","Monopoly Tycoon","","","US-036","WI-302-001B","2024-01-01 09:00","2024-01-01 09:00","C#,Unity UI"
"Implement Theming System","Develop the asset management system to allow for dynamic swapping of visual and audio themes at runtime. Integrate at least two complete themes.","Task","Backlog","Medium","frontend-dev@project.com","pm@project.com","",32,"architecture,visuals,audio,polish","Sprint 11: Final Features","Presentation & User Interface (UI)","Monopoly Tycoon","ThemeManager.cs","","US-066","WI-501-001,WI-502-002","2024-01-01 09:00","2024-01-01 09:00","Unity,C#,Asset Management"
"Implement AI-AI Trade Notifications","Integrate the AI trading logic with the UI to display a non-intrusive notification to the human player when two AI opponents complete a trade.","Task","Backlog","High","ui-dev@project.com","pm@project.com","",8,"ui,notifications,ai","Sprint 11: Final Features","Player & AI System","Monopoly Tycoon","","","US-043","WI-401-003A","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement Building Shortage Auction","Implement the complex auction logic for when multiple players wish to buy from a limited supply of buildings. Includes AI bidding logic for auctions.","Task","Backlog","Low","ai-dev@project.com","pm@project.com","",52,"core-logic,economy,auction,ai,complexity-high","Sprint 12: Hardening & Distribution","Property & Economic System","Monopoly Tycoon","BuildingAuctionService.cs","","US-037","WI-302-002A","2024-01-01 09:00","2024-01-01 09:00","C#,.NET,Unity UI"
"Develop Inno Setup Installer Script","Create the Inno Setup script to package the final game build into a single executable installer. Implement options for custom directory and desktop shortcut.","Task","Backlog","Critical","devops@project.com","pm@project.com","",20,"build,installer,devops","Sprint 12: Hardening & Distribution","Build, Packaging & Distribution","Monopoly Tycoon","MonopolyTycoon.iss","Covers US-001, US-002, US-003","US-001","","2024-01-01 09:00","2024-01-01 09:00","Inno Setup"
"Implement Uninstaller Logic","Enhance the Inno Setup script to provide a clean uninstallation, including the custom logic for prompting the user to keep or delete their personal data.","Task","Backlog","Critical","devops@project.com","pm@project.com","",12,"build,uninstaller,devops","Sprint 12: Hardening & Distribution","Build, Packaging & Distribution","Monopoly Tycoon","","Covers US-006, US-007","US-006","WI-801-001","2024-01-01 09:00","2024-01-01 09:00","Inno Setup,Pascal Script"
"Final QA and Bug Fixing","Dedicated time for the whole team to perform end-to-end testing, address bugs found during stabilization, and prepare for release candidate build.","Task","Backlog","Critical","team@project.com","pm@project.com","",40,"qa,bug-fixing,stabilization","Sprint 12: Hardening & Distribution","Quality Assurance & Testing","Monopoly Tycoon","","This is a buffer and hardening task.","","","2024-01-01 09:00","2024-01-01 09:00","QA,Testing"
