story_id,epic,title,user_role,description,priority,story_points,dependencies,"acceptance_criteria_1","acceptance_criteria_2","acceptance_criteria_3","technical_tasks","definition_of_done"
US-012,"User Interface & Player Experience","Receive feedback for an invalid profile name","Player","As a player setting up my profile, I want to receive immediate and clear feedback if the name I enter is invalid, so that I can easily correct it and proceed to start the game without frustration.","Must Have",1,"US-011","Given the player is on the game setup screen, when the player enters a name with fewer than 3 characters (e.g., 'Al'), then a specific error message 'Name must be at least 3 characters long' is displayed below the input field.","Given the player is on the game setup screen, when the player enters a name containing special characters (e.g., 'Player!@#'), then a specific error message 'Name can only contain letters and numbers' is displayed.","Given the player has entered an invalid name and an error message is currently displayed, when the player edits the name so that it meets all validation criteria, then the error message disappears, and the option to proceed becomes enabled.","WI-022: Develop Game Setup Screen","All acceptance criteria validated and passing. Validation occurs in real-time. Error messages are specific and clear. The 'Start Game' button state is tied to the name's validity."
US-013,"Data Persistence & Management","View my persistent historical gameplay statistics","Returning Player","As a returning player, I want to access a dedicated screen that displays my cumulative gameplay statistics from all my completed games, so that I can track my performance, see my win/loss record, and feel a sense of long-term progression and achievement.","Should Have",5,"US-011, US-046, US-047","Given the player has completed at least one game, when the player selects the 'Player Statistics' option from the main menu, then a statistics screen is displayed showing correct values for all tracked metrics (Total games played, wins, etc.).","Given the player has created a profile but has not completed any games, when the player navigates to the 'Player Statistics' screen, then the screen displays all statistical categories with appropriate default values (e.g., 'Total Games Played: 0', 'Win/Loss Ratio: N/A').","Given the player has existing statistics, when the player completes and wins a new game, then the 'Total Games Played' and 'Total Wins' statistics are correctly incremented, and the 'Win/Loss Ratio' is recalculated.","WI-039: Set Up SQLite Database and Statistics Repository, WI-040: Implement End-of-Game Statistics Tracking, WI-041: Develop Player Statistics and Top Scores UI","All acceptance criteria validated and passing. Statistics are correctly updated after wins and losses. Data is fetched from the SQLite database and displayed in a clear, formatted way."
US-014,"User Interface & Player Experience","Select my player token from a set of classic options","Human Player","As a player setting up a new game, I want to choose my game piece from a visual selection of classic tokens, so that I can personalize my in-game identity and feel more connected to the game experience.","Must Have",2,"US-009, US-011","Given the player is on the game setup screen, when the player clicks on an available token (e.g., 'Top Hat'), then the token becomes visually highlighted, and a preview is shown next to the player's name.","Given the player has selected a token and configured a game with AI opponents, when the player starts the game, then the AI opponents are each assigned a unique token from the pool of tokens not selected by the human player.","Given the player selected the 'Battleship' token during game setup, when the main game view loads, then the player's 3D game piece on the board and their icon in the HUD is the 'Battleship'.","WI-022: Develop Game Setup Screen","All acceptance criteria validated and passing. The UI for token selection is intuitive. AI opponents are assigned unique, non-conflicting tokens. The selected token is correctly represented in-game."
US-015,"Core Game Engine & Rules","Roll two six-sided dice to start my move","Human Player","As a human player whose turn it is, I want to click a button to roll two virtual dice, so that I can determine the number of spaces my token will move and proceed with my turn.","Must Have",3,"US-029","Given it is the human player's turn and they are in the 'Pre-Roll Management Phase', when the player clicks the 'Roll Dice' button, then the system generates two random integers between 1 and 6, a 3D dice animation is shown, and the game state transitions to the 'Movement Phase'.","Given it is an AI player's turn or the human player is not in the 'Pre-Roll Management Phase', when the game state is updated, then the 'Roll Dice' button is visually disabled and non-interactive.","Given the player clicks the 'Roll Dice' button, when the result of the two dice is identical values (e.g., 3 and 3), then the system correctly identifies the roll as doubles and sets a flag for an extra turn.","WI-008: Implement Dice Rolling Service, WI-031: Implement Core Gameplay Animations","All acceptance criteria validated and passing. Dice rolls are generated using a cryptographically secure method. The dice animation is smooth and respects game speed settings. The button state is correctly managed."
US-016,"Core Game Engine & Rules","Watch my token automatically move around the board","Player","As a player, I want to see my game token animate its movement from one space to the next after I roll the dice, so that I can visually track my progress around the board and have an immersive, intuitive gameplay experience.","Must Have",5,"US-014, US-015","Given the player's token is on 'St. Charles Place' (index 11), when the player completes a dice roll with a total of 5, then the token animates moving sequentially across 5 spaces, landing on 'Indiana Avenue' (index 16), and the camera smoothly follows the token's movement.","Given the player has set the 'Game Speed' to 'Instant', when the player's token needs to move, then the token instantly teleports to the destination space without a sequential movement animation, accompanied by a brief visual effect.","Given a player's turn results in them being sent to Jail, when the game logic directs the player to Jail, then the token plays a special, direct animation from its current space to the 'In Jail' section of the board, bypassing normal movement.","WI-009: Implement Token Movement Controller","All acceptance criteria validated and passing. Token movement is smooth and accurate. The animation respects game speed settings and handles special cases like 'Go to Jail' correctly."
US-017,"Core Game Engine & Rules","Receive an extra turn after rolling doubles","Player","As a player (human or AI), I want to be granted an immediate, additional turn after I roll doubles, so that the game correctly follows the official Monopoly rules and provides an authentic gameplay experience.","Must Have",2,"US-015, US-022","Given it is a player's turn and their consecutive doubles count is 0, when the player rolls doubles, then the player completes their move and action, the game state confirms it is still the same player's turn, and their consecutive doubles count is incremented to 1.","Given a player has just rolled doubles, when the player rolls again and the result is not a double, then the player completes their move and action, their consecutive doubles count is reset to 0, and the turn passes to the next player.","Given a player is in the 'InJail' state, when the player rolls doubles to get out of jail, then the player moves and completes their action, but their turn ends and they are NOT granted an extra turn.","WI-007: Develop Turn Manager State Machine, WI-008: Implement Dice Rolling Service","All acceptance criteria validated and passing. The game's turn manager correctly handles the extra turn logic and the special exception for getting out of jail. The doubles counter is managed correctly."
US-018,"Core Game Engine & Rules","Be sent to jail for rolling three consecutive doubles","Player","As a player, I want the game to automatically send my token to jail if I roll three consecutive doubles in a single turn, so that the game correctly enforces the official rules.","Must Have",2,"US-017","Given a player is taking their turn and has already rolled doubles twice in a row, when the player rolls the dice for a third time and the result is doubles, then the player's token is immediately moved directly to the 'In Jail' space and their turn ends.","Given a player has rolled doubles twice and is on a space near GO (e.g., Boardwalk), when the player rolls their third consecutive double, then the player's token is sent directly to Jail and does not collect the $200 GO salary.","Given a player has rolled doubles consecutively, when their next roll in the same turn is not doubles, then the player moves normally, their turn ends, and their consecutive doubles counter is reset to zero.","WI-008: Implement Dice Rolling Service, WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. The consecutive doubles counter is tracked correctly across a single player's turn sequence. The player is sent to jail immediately on the third double without moving."
US-019,"Core Game Engine & Rules","Collect $200 salary when passing or landing on GO","Player","As a Player, I want my cash balance to be automatically credited with a $200 salary when my token passes over or lands on the GO space, so that the game correctly follows the official rules.","Must Have",1,"US-016, US-049","Given a player's token is on 'Boardwalk' (space 39) with a cash balance of $500, when the player rolls a 5, causing their token to move past GO and land on 'Baltic Avenue' (space 3), then the player's cash balance is automatically increased to $700.","Given a player's token is on 'Park Place' (space 37) with a cash balance of $500, when the player rolls a 3, causing their token to land exactly on 'GO' (space 0), then the player's cash balance is automatically increased to $700.","Given a player's token is on a space before GO, when the player lands on the 'Go to Jail' space or draws a 'Go to Jail' card, then the player's token is moved directly to the 'In Jail' location and their cash balance remains unchanged.","WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. Salary is correctly awarded for both passing and landing on GO. The exceptions for being sent to jail are correctly handled. The transaction is logged."
US-020,"Core Game Engine & Rules","Get out of jail by paying the $50 fine","Player","As a player who is in jail, I want to be presented with the option to pay a $50 fine at the beginning of my turn, so that I can immediately get out of jail and continue my turn normally.","Must Have",1,"US-018, US-049","Given I am in the 'InJail' state with a cash balance of $1500, when the game presents the 'Get Out of Jail' options and I select the 'Pay $50 Fine' option, then my cash balance is reduced to $1450, my player status is updated to 'Active', and I proceed to the Pre-Roll Management phase of my turn.","Given I am in the 'InJail' state with a cash balance of $49, when the game presents the 'Get Out of Jail' options, then the 'Pay $50 Fine' option is visually disabled and non-interactive.","Given I am in the 'InJail' state with a cash balance of exactly $50, when I select the 'Pay $50 Fine' option, then my cash balance is reduced to $0, my player status is updated to 'Active', and I proceed with my turn.","WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. The option to pay is only available with sufficient funds. Upon payment, the player's state is correctly updated, and they can proceed with a normal turn."
US-021,"Core Game Engine & Rules","Get out of jail by using a 'Get Out of Jail Free' card","Player","As a player who is in jail and owns a 'Get Out of Jail Free' card, I want to be presented with the option to use it at the start of my turn, so that I can get out of jail immediately without spending money.","Must Have",2,"US-018, US-024, US-025","Given the player's status is 'InJail' and their 'get_out_of_jail_cards' count is 1, when the player selects 'Use Get Out of Jail Free Card', then their 'status' is updated to 'Active', their 'get_out_of_jail_cards' count becomes 0, and they proceed with a normal turn.","Given the player uses a 'Get Out of Jail Free' card that originated from the Chance deck, when the action is confirmed, then the specific 'Get Out of Jail Free' card is placed at the bottom of the Chance card deck.","Given the player's status is 'InJail' and their 'get_out_of_jail_cards' count is 0, when their turn begins, then the UI option to 'Use Get Out of Jail Free Card' is not displayed or is disabled.","WI-010: Implement GO, Jail, and Free Parking Logic, WI-012: Implement Chance and Community Chest Deck Logic","All acceptance criteria validated and passing. The option is only available if the player has a card. Using the card correctly updates the player's state and returns the card to the correct deck."
US-022,"Core Game Engine & Rules","Attempt to get out of jail by rolling for doubles","Player","As a player in jail, I want to choose the option to roll the dice on my turn, so that I can attempt to get out of jail for free by rolling doubles.","Must Have",3,"US-015, US-018","Given I am in jail and it is the start of my turn, when I select the 'Roll for Doubles' option and the result is doubles, then my player status is updated from 'InJail' to 'Active', my token moves the number of spaces shown on the dice, and my turn ends without an extra roll.","Given I am in jail and it is the start of my turn, when I select the 'Roll for Doubles' option and the result is not doubles, then my 'jail_turns_remaining' is decremented by 1 and my turn immediately ends.","Given it is the start of my turn and my status is 'InJail', when the pre-roll management phase begins, then a modal UI dialog is presented with my available options, including a 'Roll for Doubles' button.","WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. The logic for getting out and staying in is correct. The special rule of not getting an extra turn on the doubles roll is enforced."
US-023,"Core Game Engine & Rules","Be forced to pay the fine after failing to roll doubles for 3 turns in jail","Player","As a player in jail for my third consecutive turn, I want the game to automatically force me to pay the $50 fine if I fail to roll doubles, so that the official game rules are enforced.","Must Have",5,"US-022, US-038, US-047","Given a player is in the 'InJail' state, their 'jail_turns_remaining' count is 1, and they have more than $50, when the player rolls and the result is not doubles, then the player's cash is reduced by $50, their status changes to 'Active', and their token moves the number of spaces shown on the dice.","Given a player is in the 'InJail' state and their 'jail_turns_remaining' count is 1, when the player rolls and the result is doubles, then the player's cash is not changed, their status changes to 'Active', their token moves, and their turn ends without an extra roll.","Given a player is in the 'InJail' state, their 'jail_turns_remaining' count is 1, and they have less than $50, when the player rolls and the result is not doubles, then the player is prompted to raise funds by mortgaging properties or selling buildings to cover the $50 debt before movement occurs.","WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. The forced payment on the third failed roll is implemented correctly. The system correctly integrates with the asset liquidation/bankruptcy flow if funds are insufficient."
US-024,"Core Game Engine & Rules","Draw a Chance card when landing on a Chance space","Player","As a player, I want the game to automatically draw a Chance card and execute its instructions when my token lands on a Chance space, so that the game follows the official rules.","Must Have",5,"US-016, US-018, US-019, US-047","Given a player has $1000 and the top card is 'Bank pays you dividend of $50', when the player lands on a Chance space, then a UI element displays the card, the player's cash becomes $1050, and the card is placed at the bottom of the deck.","Given a player has 0 'Get Out of Jail Free' cards, when the player lands on Chance and draws the 'Get Out of Jail Free' card, then the player's 'get_out_of_jail_cards' count becomes 1, and this card is removed from the deck cycle until used.","Given a player has $10 cash and no mortgagable assets, when the player draws the 'Pay poor tax of $15' card, then the standard bankruptcy process is initiated.","WI-012: Implement Chance and Community Chest Deck Logic","All acceptance criteria validated and passing. All 16 standard Chance cards are implemented correctly. The deck is managed correctly (shuffling, returning cards). Card data is loaded from an external file."
US-025,"Core Game Engine & Rules","Draw a Community Chest card when landing on a Community Chest space","Player","As a player, I want the game to automatically draw a Community Chest card and execute its instructions when my token lands on a Community Chest space, so that the game correctly follows the official rules.","Must Have",5,"US-016, US-018, US-047","Given a player lands on Community Chest, when they draw a card instructing them to collect money (e.g., 'Bank error in your favor. Collect $200'), then the player's cash balance is increased by $200.","Given a player lands on Community Chest, when they draw the 'Get Out of Jail Free' card, then the player's 'get_out_of_jail_cards' count is incremented by one, and the card is removed from the deck until it is used.","Given a player lands on Community Chest, when they draw a card like 'It is your birthday. Collect $10 from every player', then the active player's cash balance increases by ($10 * number of opponents), and each opponent's cash balance decreases by $10.","WI-012: Implement Chance and Community Chest Deck Logic","All acceptance criteria validated and passing. All 16 standard Community Chest cards are implemented correctly. The deck is managed correctly. Card data is loaded from an external file."
US-026,"Core Game Engine & Rules","Choose to pay $200 or 10% of my net worth for Income Tax","Human Player","As a human player, I want to be presented with a clear choice between paying a flat $200 or 10% of my total net worth when I land on the Income Tax space, so that I can make the most strategic financial decision.","Must Have",5,"US-016, US-038, US-047","Given the human player's token lands on the 'Income Tax' space, when the movement phase concludes, then the game flow pauses and a modal dialog is displayed to the player with the two payment options.","Given the player has $500 cash and properties/buildings worth $1500 (Total Net Worth = $2000), when the Income Tax dialog is displayed, then it must present choices for a flat '$200' and a calculated '10% of Net Worth' valued at '$200'.","Given the player has $100 cash and a total net worth of $1500, when the player selects either the '$200' or '$150' option, then the game initiates the asset liquidation flow, requiring the player to mortgage properties or sell buildings to cover the chosen debt.","WI-011: Implement Tax Space Logic","All acceptance criteria validated and passing. The net worth calculation is accurate. The choice is presented in a clear modal dialog. The system integrates correctly with the bankruptcy flow for insufficient cash."
US-027,"Core Game Engine & Rules","Pay a fixed Luxury Tax amount","Player","As a player, I want the game to automatically deduct the fixed Luxury Tax amount from my cash when I land on that space, so that the game correctly follows the official rules.","Must Have",2,"US-016, US-038, US-047","Given a player has a cash balance greater than the Luxury Tax amount, when the player's token lands on the 'Luxury Tax' space, then the fixed tax amount is automatically deducted from the player's cash balance.","Given a player has a cash balance less than the Luxury Tax amount but owns assets, when the player lands on the 'Luxury Tax' space, then the game flow is paused, and the player is prompted to manage their assets to pay the debt.","Given a player has a cash balance less than the Luxury Tax amount and cannot raise sufficient funds, when the player lands on the 'Luxury Tax' space, then the player is declared bankrupt to the Bank.","WI-011: Implement Tax Space Logic","All acceptance criteria validated and passing. The correct fixed amount is deducted. The system correctly integrates with the asset liquidation and bankruptcy flows for insufficient funds. The transaction is logged."
US-028,"Core Game Engine & Rules","Experience no gameplay effect when landing on Free Parking","Player","As a player, I want the game to apply no special action when my token lands on the Free Parking space so that the game adheres to the official Monopoly rules.","Must Have",1,"US-015, US-016, US-017","Given a player is in an active turn and has not rolled doubles, when the player's token lands on the 'Free Parking' space, then the player's cash balance remains unchanged and the game proceeds to the next player's turn.","Given a player is in an active turn, when the player rolls doubles and their token lands on the 'Free Parking' space, then the player's cash balance remains unchanged and the game prompts the player to take their extra turn.","Given a player is on a space before GO, when the player rolls a number that causes them to pass GO and land on 'Free Parking', then the player's cash balance first increases by $200 for passing GO, and the 'Free Parking' space itself has no further effect.","WI-010: Implement GO, Jail, and Free Parking Logic","All acceptance criteria validated and passing. Landing on the space has no effect on the player's state. The game correctly handles turn progression based on whether the player rolled doubles."
US-029,"Core Game Engine & Rules","Manage my properties before rolling the dice","Human Player","As a strategic player, I want a dedicated phase at the start of my turn to manage my properties (build, mortgage, trade) before I roll the dice, so that I can proactively adjust my financial position.","Must Have",5,"US-015, US-033, US-038, US-040","Given it is the start of the human player's turn, when control is transitioned to the player, then the game enters a 'Pre-Roll Management Phase', the 'Roll Dice' button is enabled, and all property management UI controls are enabled.","Given the player is in the 'Pre-Roll Management Phase', when the player successfully builds a house and then clicks the 'Roll Dice' button, then the game state is updated with the build action, the property management controls become disabled, and the game proceeds to the 'Roll Phase'.","Given the player has just completed a turn where they rolled doubles, when the game grants the player an extra turn, then the game returns to the 'Pre-Roll Management Phase', allowing the player to manage properties again before their next roll.","WI-007: Develop Turn Manager State Machine","All acceptance criteria validated and passing. The game loop correctly implements a phased turn structure, pausing for player input at the appropriate time. Management actions are correctly disabled after rolling."
US-030,"Property & Economic System","Choose to buy an unowned property I land on","Human Player","As a human player, I want to be presented with a clear prompt when I land on an unowned property, giving me the option to purchase it for its listed price, so that I can strategically acquire assets.","Must Have",5,"US-016, US-050","Given I am the human player with $1000 in cash, when my token lands on the unowned 'St. Charles Place' (price $140), then a modal dialog is displayed with 'Buy ($140)' and 'Auction' buttons.","Given the property purchase dialog is displayed, when I click the 'Buy' button, then my cash is reduced by $140, 'St. Charles Place' is added to my list of owned properties, and the ownership indicator on the board is updated to my color.","Given I am the human player with $100 in cash, when my token lands on the unowned 'St. Charles Place' (price $140), then the property purchase dialog is displayed, but the 'Buy' button is disabled.","WI-013: Implement Property Purchase Logic","All acceptance criteria validated and passing. The purchase dialog is modal and displays correct information. The 'Buy' button is correctly enabled/disabled based on player cash. The transaction is atomic and updates all relevant game state."
US-031,"Property & Economic System","Choose to send an unowned property to auction instead of buying it","Human Player","As a Human Player, I want the option to decline the immediate purchase of an unowned property I land on so that I can trigger an auction for that property.","Must Have",2,"US-030, US-032","Given I am the human player and have landed on an unowned property, when the game presents me with the purchase dialog, then the dialog must display two distinct, enabled options: 'Buy' and 'Auction'.","Given the purchase decision dialog is displayed, when I click the 'Auction' button, then the dialog closes and the auction process begins for the correct property, involving all active players.","Given I have landed on an unowned property that I do not have sufficient cash to purchase, when the purchase dialog is presented, then the 'Buy' button must be disabled, and the 'Auction' button must remain enabled.","WI-013: Implement Property Purchase Logic, WI-014: Implement Property Auction Logic","All acceptance criteria validated and passing. The 'Auction' button correctly triggers the auction system. The UI is modal and correctly reflects the player's ability to buy."
US-032,"Property & Economic System","Participate in an auction for a property","Human Player","As a Human Player, I want to participate in a turn-based auction for an unowned property, placing bids against AI opponents, so that I have a strategic opportunity to acquire properties.","Must Have",5,"US-031","Given an auction is in progress for 'Boardwalk', when the human player places a valid winning bid and all other players withdraw, then the final bid amount is deducted from the player's cash and the 'Boardwalk' property is added to their portfolio.","Given an auction is in progress and the current high bid is $200, when it is the human player's turn and they have less than $201 cash, then the 'Place Bid' button is disabled, leaving 'Withdraw' as the only available action.","Given an auction is started by Player 2 in a 4-player game, when the auction begins, then the first player to bid is Player 2, followed by players in clockwise order, skipping any who have withdrawn.","WI-014: Implement Property Auction Logic","All acceptance criteria validated and passing. The auction sub-system correctly manages the bidding loop, enforces bidding rules, and awards the property to the winner. The UI is clear and responsive."
US-033,"Property & Economic System","Build houses on properties in a complete color set","Player","As a player who owns a complete color set, I want to purchase and build houses on those properties so that I can increase the rent value and gain a strategic advantage.","Must Have",5,"US-030, US-034, US-036, US-052","Given I own all properties in the Light Blue color set, have at least $50, and the bank has houses, when I choose to build one house on Oriental Avenue, then my cash is reduced by $50, the bank's house count decreases by one, and a house appears on the Oriental Avenue space.","Given I own Oriental Avenue and Vermont Avenue, but not Connecticut Avenue, when I access the property management screen, then the option to build houses on my Light Blue properties is disabled.","Given I own the complete Light Blue monopoly but Oriental Avenue is mortgaged, when I attempt to build a house on any Light Blue property, then the action is blocked.","WI-016: Implement House and Hotel Building Logic","All acceptance criteria validated and passing. The system correctly validates all prerequisites for building (monopoly ownership, no mortgages, sufficient cash, bank supply). The transaction updates all relevant game state."
