Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Integrate SQLite Library and Create Connection Manager","Add the `Microsoft.Data.Sqlite` NuGet package to the `MonopolyTycoon.Core` project. Create a `DatabaseConnectionManager` class responsible for creating and managing the connection string to the database file in `%APPDATA%/MonopolyTycoon/` and handling the database connection lifecycle.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,4.3,"database,sqlite,setup",Sprint 1,"Data Persistence & Management",Monopoly Tycoon,"",,"US-024","TASK-S027-T02","2024-01-01 09:00","2024-01-01 09:00","C#,SQLite"
"Implement Database Schema Initialization","Create a `DatabaseInitializationService` that runs on application startup. This service will check if the database file exists. If not, it will create it and execute a series of SQL `CREATE TABLE` statements to build the required schema for player profiles, statistics, and high scores.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,8.5,"database,sqlite,schema",Sprint 1,"Data Persistence & Management",Monopoly Tycoon,"",,"US-024","TASK-S024-T01","2024-01-01 09:00","2024-01-01 09:00","C#,SQL,SQLite"
"Implement Basic Abstract Repository","Create a base class or interface for repositories, `BaseRepository`, that contains common logic for interacting with the database, such as getting a connection from the `DatabaseConnectionManager`. This will reduce code duplication in the specific repositories.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,3.2,"database,architecture,repository-pattern",Sprint 1,"Data Persistence & Management",Monopoly Tycoon,"",,"US-024","TASK-S024-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Architecture"
"Create UI for Error Dialog","Design and implement a Unity UI prefab for the modal error dialog. The dialog must have text fields for the main message, the unique Error ID, and the log file path. It must also have a 'Close' button. The UI must be simple and robust, avoiding dependencies on complex game systems that might have crashed.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,4.3,"error-handling,ui",Sprint 1,"Technical Foundation & Tooling",Monopoly Tycoon,"",,"US-029",,"2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Integrate Exception Handler, Logger, and UI","Wire all components together. The exception handler must: 1. Generate a unique correlation ID. 2. Call the `LoggingService` to log the full exception details with the ID at the ERROR level. 3. Ensure the log is flushed to disk. 4. Command the UI to display the error dialog with the same ID. 5. The dialog's 'Close' button must terminate the application.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,3.5,"error-handling,integration",Sprint 1,"Technical Foundation & Tooling",Monopoly Tycoon,"",,"US-029","TASK-S029-T01,TASK-S029-T02,TASK-S028-T02","2024-01-01 09:00","2024-01-01 09:00","C#,Unity,Serilog"
"Set Up Main Game Unity Scene and Camera","Create a new Unity scene named `MainGame`. Configure the main camera to have a fixed isometric perspective pointing at the center of the game world. Set up basic scene lighting (e.g., a directional light and ambient lighting) to establish the mood.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,4.2,"unity,3d,scene-setup",Sprint 1,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-017",,"2024-01-01 09:00","2024-01-01 09:00","Unity"
"Import and Assemble 3D Board Assets","Import the final 3D models and textures for the game board, properties, and environment into the Unity project. Assemble these assets in the `MainGame` scene to construct the complete, visually accurate game board as per REQ-1-036.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,14.3,"unity,3d,asset-integration",Sprint 1,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-017","TASK-S017-T01","2024-01-01 09:00","2024-01-01 09:00","Unity,3D Art Integration"
"Design and Implement HUD UI Prefab with Responsive Layout","Create a `GameHUD.prefab` in Unity. Design the layout for the player information panels, ensuring it is anchored correctly to work across 16:9, 16:10, and 21:9 aspect ratios using Unity's Canvas Scaler and Anchor system. Create a separate prefab for the individual `PlayerInfoPanel`.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,12.3,"ui,unity,hud,responsive-design",Sprint 1,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-018",,"2024-01-01 09:00","2024-01-01 09:00","Unity UI"
"Create Game Setup Screen UI Prefab","Using Unity's UI tools, create the visual layout for the Game Setup screen as a prefab. This will include placeholders for the player name input, token selection grid, opponent count selector, and the dynamic area for AI difficulty settings.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,8.3,"ui,unity,setup",Sprint 1,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-014",,"2024-01-01 09:00","2024-01-01 09:00","Unity UI"
"Implement Profile Name Input and Validation UI","On the Game Setup screen UI, add a text input field for the player's name. Implement real-time validation logic in the UI controller script that enforces the 3-16 character alphanumeric rule. Display clear error messages below the input field when validation fails. The 'Start Game' button should be disabled if the name is invalid.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,6.2,"ui,unity,validation",Sprint 2,"Player Profile & AI System",Monopoly Tycoon,"",,"US-009","TASK-S014-T01","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement PlayerProfileRepository for Database Interaction","Create a `PlayerProfileRepository.cs` class that handles creating and retrieving player profiles from the SQLite database. It should have a `GetOrCreateProfileAsync(displayName)` method that either returns an existing profile or creates a new one with a unique ID if the name doesn't exist.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,6.3,"database,sqlite,repository",Sprint 2,"Player Profile & AI System",Monopoly Tycoon,"",,"US-009","TASK-S025-T01","2024-01-01 09:00","2024-01-01 09:00","C#,SQLite,SQL"
"Implement Player Token Selection Logic","Implement the C# logic for the token selection UI. This includes populating the grid with the 8+ classic token options, handling player clicks to select a token, and visually highlighting the selected token.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,6.0,"ui,unity,customization",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-014","TASK-S014-T01","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Implement AI Count and Difficulty Selection Logic","Implement the C# logic for selecting the number of AI opponents (1-3) and setting their difficulties. The UI must dynamically create/show the correct number of difficulty selectors. The choices must be stored in the game configuration object.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,10.2,"ui,unity,setup",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-014","TASK-S014-T01","2024-01-01 09:00","2024-01-01 09:00","Unity UI,C#"
"Integrate Setup Screen with Game Initialization","Implement the logic for the 'Start Game' button. This logic will take the final game configuration object (containing player name, token, AI count, and difficulties), pass it to a `GameInitializationService`, and trigger the transition to the main game scene.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,5.5,"integration,unity,setup",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-014","TASK-S014-T02,TASK-S014-T03,TASK-S009-T02","2024-01-01 09:00","2024-01-01 09:00","C#,Unity"
"Develop RuleEngine Foundation and Property Purchase/Auction Logic","Create the `RuleEngine.cs` class as a stateless service. Implement the initial set of rules governing property acquisition. This includes validating a direct purchase (player has enough cash) and the logic to determine when an auction should be triggered (player declines to buy).",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,8.3,"rule-engine,csharp,game-logic",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-002","TASK-S001-T02","2024-01-01 09:00","2024-01-01 09:00","C#,Game Logic Design"
"Implement Rent Calculation Logic in RuleEngine","Extend the `RuleEngine` with a comprehensive rent calculation method. This method must handle all cases as per the official rules: standard rent, double rent for undeveloped monopolies, rent for properties with 1-4 houses or a hotel, scaling rent for railroads, and dice-roll based rent for utilities. It must also return 0 for mortgaged properties.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,14.3,"rule-engine,csharp,game-logic",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-002","TASK-S002-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Game Logic Design"
"Design and Implement TurnManager State Machine","Create the `TurnManager.cs` class using the State Pattern. Define states for each phase of a player's turn as specified in REQ-1-038: `PreTurn`, `PreRollManagement`, `AwaitingRoll`, `Movement`, `Action`, `PostRoll`. Implement the logic for transitioning between these states.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,12.3,"state-machine,architecture,csharp",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-003","TASK-S002-T01","2024-01-01 09:00","2024-01-01 09:00","C#,State Machine Design"
"Create DiceService with Cryptographically Secure RNG","Create a `DiceService.cs` class in the core logic project. This service will be responsible for all dice rolls. It must use a cryptographically secure random number generator, as required by REQ-1-042, to generate two independent integers between 1 and 6.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,6.3,"game-logic,rng,csharp",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-007",,"2024-01-01 09:00","2024-01-01 09:00","C#,Cryptography"
"Implement Doubles and Turn Passing Logic","In the `PostRoll` state of the `TurnManager`, implement the logic for handling doubles and turn progression. This includes checking if the roll was a double, checking the consecutive doubles count, and deciding whether to transition back to `PreRollManagement` for the same player or advance to the next player.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,8.3,"state-machine,game-logic",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-003","TASK-S003-T01,TASK-S007-T01","2024-01-01 09:00","2024-01-01 09:00","C#,State Machine Design"
"Integrate DiceService with TurnManager","Integrate the `DiceService` with the `TurnManager`. When the game is in the `AwaitingRoll` state, a call to the `DiceService` is made. The result is stored, and the `TurnManager` uses the `IsDoubles` flag in its `PostRoll` state to decide the next state transition.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,2.0,"game-logic,integration",Sprint 2,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-007","TASK-S007-T01,TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Implement Animated Token Movement","Create a `TokenMovement.cs` script that animates a player's token. The script will take a start space index and an end space index and move the token prefab along a predefined path, hopping from space to space. The camera should smoothly follow the token. The animation speed must be influenced by the `GameSpeedManager`.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,16.7,"animation,vfx,unity,csharp",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-019","TASK-S017-T02,TASK-S015-T03","2024-01-01 09:00","2024-01-01 09:00","C#,Unity,Vector Math"
"Develop HUDController for Data Binding","Create a `HUDController.cs` script. This script will be responsible for initializing the HUD with the correct number of player panels and binding the UI elements in each panel to the data in the corresponding `PlayerState` object. It should subscribe to game events to know when to update.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,8.3,"ui,unity,hud,csharp",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-018","TASK-S018-T01,TASK-S001-T02","2024-01-01 09:00","2024-01-01 09:00","C#,Unity UI"
"Integrate HUD with Game Event System","Integrate the `HUDController` with the live game state. The controller must subscribe to events such as `OnTurnChanged`, `OnPlayerCashChanged`, and `OnPlayerStatusChanged`. The event handlers will call the appropriate methods to update the turn indicator, cash display, and bankrupt status visuals.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,9.2,"ui,unity,hud,integration,event-driven",Sprint 2,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-018","TASK-S018-T02,TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Unity"
"Write Unit Tests for TurnManager State Machine","Implement NUnit tests for the `TurnManager`. These tests should verify the correctness of state transitions, such as handling extra turns on doubles, turn passing, and the special logic for jail turns.",Testing,Backlog,"Must Have",qa-dev@project.com,pm@project.com,,10.3,"testing,nunit,state-machine",Sprint 2,"Technical Foundation & Tooling",Monopoly Tycoon,"",,"US-030","TASK-S003-T01,TASK-S030-T01","2024-01-01 09:00","2024-01-01 09:00","NUnit,C#"
"Write Unit Tests for RuleEngine - Financial Rules","Implement NUnit tests for the `RuleEngine`'s financial and economic rules. This includes rent calculation for all property types (standard, monopoly, developed, railroad, utility) and tax calculations.",Testing,Backlog,"Must Have",qa-dev@project.com,pm@project.com,,12.7,"testing,nunit,rule-engine",Sprint 2,"Technical Foundation & Tooling",Monopoly Tycoon,"",,"US-030","TASK-S002-T01,TASK-S030-T01","2024-01-01 09:00","2024-01-01 09:00","NUnit,C#"
"Implement Building and Development Rules in RuleEngine","Extend the `RuleEngine` to handle all rules related to property development. This includes the 'even building' rule, the 'even selling' rule, the requirement to own a full monopoly, and the prohibition of building on mortgaged properties or any property in a set containing a mortgaged property.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,14.7,"rule-engine,csharp,game-logic",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-002","TASK-S002-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Game Logic Design"
"Implement Trading and Mortgaging Rules in RuleEngine","Finalize the `RuleEngine` by adding validation logic for trades and mortgages. This includes preventing trades of developed properties and handling the calculation for unmortgaging (principal + 10% interest).",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,11.5,"rule-engine,csharp,game-logic",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-002","TASK-S002-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Game Logic Design"
"Implement Jail Logic in TurnManager","In the `PreTurn` state of the `TurnManager`, implement the special logic for a player whose status is 'InJail'. This involves presenting the jail options (pay, use card, roll) and handling the outcome of their choice. Implement the rule that rolling doubles to get out of jail does not grant an extra turn.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,6.2,"state-machine,game-logic,jail",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-003","TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#,State Machine Design"
"Implement Bank Data Model","In `MonopolyTycoon.Core`, create a `BankState.cs` class to hold the bank's data, specifically the number of houses and hotels remaining. Integrate this class into the main `GameState` object.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,3.0,"data-model,architecture",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-004","TASK-S001-T02","2024-01-01 09:00","2024-01-01 09:00","C#"
"Create BankService for Transactions","Create a `BankService.cs` class. This service will contain methods to manage economic transactions and building inventory. It will be the single point of contact for any logic that needs to interact with the bank's state.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,9.3,"service,game-logic,economy",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-004","TASK-S004-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Define Card Data Structure and Load from JSON","Define a C# class `CardDefinition` to represent a single card, including its text, type of action (e.g., `PAY`, `MOVE`, `COLLECT_FROM_PLAYERS`), and parameters. Create JSON files for the Chance and Community Chest decks with all the official card data. Implement a loader to read these JSON files into a list of `CardDefinition` objects at startup.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,6.3,"data-model,json,architecture",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-005",,"2024-01-01 09:00","2024-01-01 09:00","C#,JSON"
"Implement CardDeck Management Logic","Create a `CardDeck.cs` class that manages a single deck of cards. It will be initialized with the loaded card definitions. It needs methods to `Shuffle()`, `DrawCard()`, and `ReturnCardToBottom()`. The `GameState` will hold two instances of this class.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,5.2,"game-logic,csharp",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-005","TASK-S005-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Implement Card Effect Executor using Command Pattern","Create a `CardEffectExecutor` service. For each card action type (`PAY`, `MOVE`, etc.), create a corresponding command class that implements an `ICommand` interface. The executor will take a drawn card, map its action type to the correct command class, and execute it, passing the current `GameState` to be modified.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,16.3,"game-logic,design-patterns,command-pattern",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-005","TASK-S005-T02,TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Design Patterns"
"Develop Board Space Action Controller and GO Logic","Create a `BoardSpaceController` that is called by the `TurnManager` during the 'Action' phase. Implement the logic for the GO space (space 0). This logic must check if the player's move passed over or landed on space 0 and, if so, award the $200 salary.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,5.3,"game-logic,csharp",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-006","TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Implement Jail and Free Parking Space Logic","Extend the `BoardSpaceController` to handle the 'Go to Jail' space, the 'Jail (Just Visiting)' space, and the 'Free Parking' space. Landing on 'Go to Jail' should immediately change the player's status and position and end their turn. Landing on the other two spaces should result in no action.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,6.0,"game-logic,csharp,jail",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-006","TASK-S006-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Implement Tax Space Logic and Net Worth Calculation","Extend the `BoardSpaceController` to handle Luxury Tax and Income Tax. Luxury Tax is a fixed payment. Income Tax requires calculating the player's total net worth (cash + property values + building costs) and presenting a choice to the human player.",Development,Backlog,"Must Have",backend-dev@project.com,pm@project.com,,5.3,"game-logic,csharp,economy",Sprint 3,"Core Game Engine & Rule Implementation",Monopoly Tycoon,"",,"US-006","TASK-S006-T01","2024-01-01 09:00","2024-01-01 09:00","C#"
"Research and Select a Behavior Tree Library","Research available C# / Unity Behavior Tree libraries (e.g., Fluid Behavior Tree, Panda BT, Behavior Designer asset) or evaluate the effort of creating a lightweight, custom implementation. The choice should be based on features, performance, ease of use, and licensing.",Development,Backlog,"Should Have",ai-dev@project.com,pm@project.com,,8.0,"ai,architecture,research",Sprint 3,"Player Profile & AI System",Monopoly Tycoon,"",,"US-011",,"2024-01-01 09:00","2024-01-01 09:00","C#,Unity,AI Design"
"Integrate Behavior Tree Framework and Create AI Controller","Integrate the chosen Behavior Tree library/framework into the Unity project. Create an `AIController.cs` MonoBehaviour that will be attached to AI player game objects. This controller will be responsible for loading and running a specific behavior tree for that AI on its turn.",Development,Backlog,"Should Have",ai-dev@project.com,pm@project.com,,8.5,"ai,behavior-tree,integration",Sprint 3,"Player Profile & AI System",Monopoly Tycoon,"",,"US-011","TASK-S011-T01,TASK-S003-T01","2024-01-01 09:00","2024-01-01 09:00","C#,Unity"
"Write Unit Tests for RuleEngine - Property and Building Rules","Implement a suite of NUnit tests for the `RuleEngine`. Focus on rules related to property management: 'even building' (BR-BLD-01), 'even selling' (BR-BLD-02), building on monopolies, and building on mortgaged properties.",Testing,Backlog,"Must Have",qa-dev@project.com,pm@project.com,,14.3,"testing,nunit,rule-engine",Sprint 3,"Technical Foundation & Tooling",Monopoly Tycoon,"",,"US-030","TASK-S002-T01,TASK-S030-T01","2024-01-01 09:00","2024-01-01 09:00","NUnit,C#,Game Logic Design"
"Implement Base Classes for Custom BT Nodes","Create base classes or interfaces for custom Behavior Tree nodes, such as `ActionNodeBase` and `ConditionNodeBase`. These will provide a standardized way for all future AI logic nodes to interact with the game state and the BT runner, ensuring a clean and consistent architecture.",Development,Backlog,"Should Have",ai-dev@project.com,pm@project.com,,10.2,"ai,behavior-tree,architecture",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-011","TASK-S011-T02","2024-01-01 09:00","2024-01-01 09:00","C#,AI Design,Architecture"
"Define AI Parameters and Create JSON Files","Define the C# class `AIParameters` that will hold all tunable AI behavior values (e.g., `propertyAcquisitionPriority`, `tradeAcceptanceThreshold`, `riskAversion`). Create the initial JSON files (`Easy.json`, `Medium.json`, `Hard.json`) with placeholder values for these parameters.",Development,Backlog,"Should Have",ai-dev@project.com,pm@project.com,,3.8,"ai,json,configuration",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-012",,"2024-01-01 09:00","2024-01-01 09:00","C#,JSON"
"Implement AI Configuration Loader Service","Create an `AIConfigLoader.cs` service. This service will be responsible for reading a specified JSON file from disk (e.g., from `StreamingAssets`), deserializing it into an `AIParameters` object, and caching the result. It must include error handling for missing or malformed files.",Development,Backlog,"Should Have",ai-dev@project.com,pm@project.com,,6.2,"ai,json,configuration,service",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-012","TASK-S012-T01","2024-01-01 09:00","2024-01-01 09:00","C#,JSON,System.IO"
"Implement BT Nodes for Property Acquisition","Create custom Behavior Tree nodes for property-related decisions. This includes: a condition node `IsPropertyUnowned`, a condition `CanAffordProperty`, and an action node `DecideToBuyOrAuctionProperty`. The decision logic within the action node will be influenced by the loaded `AIParameters`.",Development,Backlog,"Must Have",ai-dev@project.com,pm@project.com,,14.3,"ai,behavior-tree,game-logic",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-013","TASK-S011-T03,TASK-S012-T02","2024-01-01 09:00","2024-01-01 09:00","C#,AI Design,Behavior Trees"
"Implement BT Nodes for Property Development (Building)","Create custom Behavior Tree nodes for building houses/hotels. This includes a condition node `CanDevelopAnyProperty` that checks for monopolies and even-building rules, and an action node `SelectBestPropertyToDevelop` that uses `AIParameters` to decide when and where to build.",Development,Backlog,"Must Have",ai-dev@project.com,pm@project.com,,16.7,"ai,behavior-tree,game-logic",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-013","TASK-S011-T03,TASK-S012-T02,TASK-S002-T03","2024-01-01 09:00","2024-01-01 09:00","C#,AI Design,Behavior Trees"
"Implement BT Nodes for Trading Logic","Create Behavior Tree nodes for proposing and evaluating trades. This includes an action node `ProposeTrade` which identifies and constructs valuable trades, and a condition/action node `EvaluateTradeOffer` which decides whether to accept, decline, or ignore an incoming offer based on `AIParameters`.",Development,Backlog,"Must Have",ai-dev@project.com,pm@project.com,,18.7,"ai,behavior-tree,game-logic,trading",Sprint 4,"Player Profile & AI System",Monopoly Tycoon,"",,"US-013","TASK-S011-T03,TASK-S012-T02,TASK-S002-T04","2024-01-01 09:00","2024-01-01 09:00","C#,AI Design,Behavior Trees"
"Implement Animated Dice Roll","Create an `DiceAnimator.cs` script and associated Unity animation or physics setup. When a dice roll is initiated, this system will play a visually appealing animation of the dice rolling on the board before they settle on the final numbers provided by the `DiceService`.",Development,Backlog,"Must Have",frontend-dev@project.com,pm@project.com,,12.7,"animation,vfx,unity,physics",Sprint 4,"Presentation & User Interface (UI/UX)",Monopoly Tycoon,"",,"US-019","TASK-S007-T01,TASK-S015-T03","2024-01-01 09:00","2024-01-01 09:00","C#,Unity,Unity Animation,Unity Physics"
